subscription_id,account_id,start_date,end_date,start_month,end_month,subscription_age_days,subscription_age_months,mrr_clean,arr_clean,lifetime_mrr,churned_mrr,is_churned,churn_date,churn_month,plan_tier,seat_bucket,seats,rev_change_flag,subscription_status,is_new,is_upgrade,is_downgrade,dirty_row_flag,dirty_row_reason,dirty_row_reason_count
S-021985,A-66224b,2024-12-22,2024-12-30,2024-12,2024-12,8,0,18308.0,219696.0,0.0,18308.0,True,,NaT,Enterprise,50+,92,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-0267b7,A-65a46c,2024-10-17,2024-12-04,2024-10,2024-12,48,2,0.0,0.0,0.0,0.0,True,,NaT,Enterprise,11_to_25,13,unchanged,churned,False,False,False,False,,0
S-04911c,A-bc87bc,2024-12-01,2024-12-15,2024-12,2024-12,14,0,0.0,0.0,0.0,0.0,True,,NaT,Pro,01_to_10,3,unchanged,churned,False,False,False,False,,0
S-06e837,A-7c4956,2023-12-17,2024-03-29,2023-12,2024-03,103,3,0.0,0.0,0.0,0.0,True,,NaT,Basic,01_to_10,9,unchanged,churned,False,False,False,False,,0
S-08e560,A-de58ca,2023-09-25,2024-01-07,2023-09,2024-01,104,4,735.0,8820.0,2940.0,735.0,True,,NaT,Pro,11_to_25,15,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-09251c,A-8adedc,2024-07-17,2024-10-30,2024-07,2024-10,105,3,3184.0,38208.0,9552.0,3184.0,True,,NaT,Enterprise,11_to_25,16,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-0a70a3,A-5b051a,2024-10-21,2024-12-24,2024-10,2024-12,64,2,418.0,5016.0,836.0,418.0,True,,NaT,Basic,11_to_25,22,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-0b059f,A-7c4956,2023-07-10,2023-11-30,2023-07,2023-11,143,4,95.0,1140.0,380.0,95.0,True,,NaT,Basic,01_to_10,5,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-0d0202,A-adc1f3,2024-09-04,2024-09-16,2024-09,2024-09,12,0,9950.0,119400.0,0.0,9950.0,True,,NaT,Enterprise,26_to_50,50,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-0f0d3a,A-ad296b,2024-11-16,2024-11-20,2024-11,2024-11,4,0,722.0,8664.0,0.0,722.0,True,,NaT,Basic,26_to_50,38,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-11066a,A-779e4e,2023-02-12,2023-11-24,2023-02,2023-11,285,9,931.0,11172.0,8379.0,931.0,True,,NaT,Pro,11_to_25,19,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-1b7677,A-ced9aa,2024-12-04,2024-12-20,2024-12,2024-12,16,0,1194.0,14328.0,0.0,1194.0,True,,NaT,Enterprise,01_to_10,6,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-1bd2ec,A-e60f9d,2024-12-25,2024-12-28,2024-12,2024-12,3,0,722.0,8664.0,0.0,722.0,True,,NaT,Basic,26_to_50,38,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-1e15d1,A-700ade,2024-11-17,2024-12-31,2024-11,2024-12,44,1,1225.0,14700.0,1225.0,1225.0,True,,NaT,Pro,11_to_25,25,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2223bf,A-5a215a,2024-10-23,2024-11-26,2024-10,2024-11,34,1,4263.0,51156.0,4263.0,4263.0,True,,NaT,Pro,50+,87,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-24ae40,A-328bd0,2024-02-11,2024-03-28,2024-02,2024-03,46,1,342.0,4104.0,342.0,342.0,True,,NaT,Basic,11_to_25,18,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-26191b,A-cbbe12,2023-07-21,2024-10-23,2023-07,2024-10,460,15,0.0,0.0,0.0,0.0,True,,NaT,Pro,26_to_50,40,unchanged,churned,True,False,False,False,,0
S-2e017b,A-432483,2023-04-02,2023-04-05,2023-04,2023-04,3,0,245.0,2940.0,0.0,245.0,True,,NaT,Pro,01_to_10,5,unchanged,churned,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-2fe253,A-1f0636,2024-02-28,2024-10-30,2024-02,2024-10,245,8,0.0,0.0,0.0,0.0,True,,NaT,Pro,50+,105,unchanged,churned,False,False,False,False,,0
S-33e40e,A-86cdb4,2024-10-10,2024-12-29,2024-10,2024-12,80,2,398.0,4776.0,796.0,398.0,True,,NaT,Enterprise,01_to_10,2,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-369495,A-b3fe05,2024-10-20,2024-11-18,2024-10,2024-11,29,1,392.0,4704.0,392.0,392.0,True,,NaT,Pro,01_to_10,8,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-3781d0,A-5a215a,2024-05-10,2024-12-06,2024-05,2024-12,210,7,17313.0,207756.0,121191.0,17313.0,True,,NaT,Enterprise,50+,87,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-381420,A-42b791,2024-10-25,2024-11-25,2024-10,2024-11,31,1,513.0,6156.0,513.0,513.0,True,,NaT,Basic,26_to_50,27,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-3965a4,A-8b25f2,2024-10-08,2024-10-18,2024-10,2024-10,10,0,893.0,10716.0,0.0,893.0,True,,NaT,Basic,26_to_50,47,contraction,churned,False,False,True,True,"[""mrr_arr_imputed_from_lookup""]",1
S-396a84,A-5b4ebb,2024-10-23,2024-11-27,2024-10,2024-11,35,1,399.0,4788.0,399.0,399.0,True,,NaT,Basic,11_to_25,21,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-3b5eb3,A-6f8ad2,2024-10-07,2024-10-12,2024-10,2024-10,5,0,0.0,0.0,0.0,0.0,True,,NaT,Pro,50+,70,expansion,churned,False,True,False,False,,0
S-3c52a6,A-2f6a32,2024-09-25,2024-11-16,2024-09,2024-11,52,2,361.0,4332.0,722.0,361.0,True,,NaT,Basic,11_to_25,19,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-3e0991,A-9174e0,2024-12-07,2024-12-14,2024-12,2024-12,7,0,7363.0,88356.0,0.0,7363.0,True,,NaT,Enterprise,26_to_50,37,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-3ec165,A-019782,2023-08-19,2023-11-27,2023-08,2023-11,100,3,3184.0,38208.0,9552.0,3184.0,True,,NaT,Enterprise,11_to_25,16,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-41ea32,A-054577,2024-10-22,2024-12-05,2024-10,2024-12,44,2,456.0,5472.0,912.0,456.0,True,,NaT,Basic,11_to_25,24,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-431c03,A-e4bf56,2024-12-02,2024-12-19,2024-12,2024-12,17,0,7363.0,88356.0,0.0,7363.0,True,,NaT,Enterprise,26_to_50,37,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-450fa9,A-186a44,2024-12-17,2024-12-25,2024-12,2024-12,8,0,380.0,4560.0,0.0,380.0,True,,NaT,Basic,11_to_25,20,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-453f00,A-45ce7a,2023-08-18,2024-05-20,2023-08,2024-05,276,9,784.0,9408.0,7056.0,784.0,True,,NaT,Pro,11_to_25,16,expansion,churned,True,True,True,True,"[""mrr_arr_imputed_from_lookup""]",1
S-4690b3,A-068fc6,2024-12-16,2024-12-25,2024-12,2024-12,9,0,6965.0,83580.0,0.0,6965.0,True,,NaT,Enterprise,26_to_50,35,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-46ff9c,A-139c3b,2024-11-27,2024-12-16,2024-11,2024-12,19,1,1372.0,16464.0,1372.0,1372.0,True,,NaT,Pro,26_to_50,28,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-48d2b5,A-9c18c4,2023-08-09,2024-10-14,2023-08,2024-10,432,14,228.0,2736.0,3192.0,228.0,True,,NaT,Basic,11_to_25,12,unchanged,churned,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-4afb53,A-40de06,2023-12-12,2024-12-29,2023-12,2024-12,383,12,5572.0,66864.0,66864.0,5572.0,True,,NaT,Enterprise,26_to_50,28,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-4bef15,A-600734,2024-08-14,2024-09-22,2024-08,2024-09,39,1,0.0,0.0,0.0,0.0,True,,NaT,Enterprise,26_to_50,29,unchanged,churned,False,False,False,False,,0
S-4f0027,A-ff79f2,2024-12-31,2024-12-31,2024-12,2024-12,0,0,3781.0,45372.0,0.0,3781.0,True,,NaT,Enterprise,11_to_25,19,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-504bce,A-474ad4,2024-11-28,2024-12-30,2024-11,2024-12,32,1,0.0,0.0,0.0,0.0,True,,NaT,Enterprise,26_to_50,41,unchanged,churned,False,False,False,False,,0
S-506cbd,A-9c18c4,2023-08-29,2024-02-22,2023-08,2024-02,177,6,3781.0,45372.0,22686.0,3781.0,True,,NaT,Enterprise,11_to_25,19,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-53bced,A-a1bbb6,2023-07-06,2023-11-13,2023-07,2023-11,130,4,245.0,2940.0,980.0,245.0,True,,NaT,Pro,01_to_10,5,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-556071,A-9077b0,2024-12-20,2024-12-30,2024-12,2024-12,10,0,0.0,0.0,0.0,0.0,True,,NaT,Pro,50+,63,unchanged,churned,False,False,False,False,,0
S-5856ab,A-3c1a3f,2024-05-06,2024-11-25,2024-05,2024-11,203,6,931.0,11172.0,5586.0,931.0,True,,NaT,Pro,11_to_25,19,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-5da6e7,A-5a215a,2024-07-29,2024-09-19,2024-07,2024-09,52,2,4263.0,51156.0,8526.0,4263.0,True,,NaT,Pro,50+,87,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-60cb51,A-4c38bc,2024-04-21,2024-10-25,2024-04,2024-10,187,6,684.0,8208.0,4104.0,684.0,True,,NaT,Basic,26_to_50,36,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-627cfa,A-9bfc9f,2023-09-19,2024-01-04,2023-09,2024-01,107,4,2597.0,31164.0,10388.0,2597.0,True,,NaT,Pro,50+,53,unchanged,churned,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-62c824,A-0e966d,2024-11-26,2024-11-30,2024-11,2024-11,4,0,209.0,2508.0,0.0,209.0,True,,NaT,Basic,11_to_25,11,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-632337,A-7da956,2024-09-26,2024-12-29,2024-09,2024-12,94,3,2786.0,33432.0,8358.0,2786.0,True,,NaT,Enterprise,11_to_25,14,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-67c131,A-432483,2024-09-02,2024-09-15,2024-09,2024-09,13,0,637.0,7644.0,0.0,637.0,True,,NaT,Pro,11_to_25,13,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-689032,A-410e86,2024-12-14,2024-12-25,2024-12,2024-12,11,0,0.0,0.0,0.0,0.0,True,,NaT,Enterprise,11_to_25,24,unchanged,churned,False,False,False,False,,0
S-6b200f,A-600734,2024-02-17,2024-05-30,2024-02,2024-05,103,3,1421.0,17052.0,4263.0,1421.0,True,,NaT,Pro,26_to_50,29,expansion,churned,False,True,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-6c1ca5,A-977ca0,2024-01-07,2024-06-06,2024-01,2024-06,151,5,114.0,1368.0,570.0,114.0,True,,NaT,Basic,01_to_10,6,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-6f0169,A-86cdb4,2024-10-23,2024-11-06,2024-10,2024-11,14,1,147.0,1764.0,147.0,147.0,True,,NaT,Pro,01_to_10,3,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-6f488b,A-d27f50,2024-12-29,2024-12-29,2024-12,2024-12,0,0,836.0,10032.0,0.0,836.0,True,,NaT,Basic,26_to_50,44,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-70d15d,A-8adedc,2024-02-22,2024-03-09,2024-02,2024-03,16,1,11343.0,136116.0,11343.0,11343.0,True,,NaT,Enterprise,50+,57,unchanged,churned,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-731ee3,A-9077b0,2024-11-09,2024-12-07,2024-11,2024-12,28,1,2786.0,33432.0,2786.0,2786.0,True,,NaT,Enterprise,11_to_25,14,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-7553fb,A-54d94a,2023-11-29,2024-01-28,2023-11,2024-01,60,2,0.0,0.0,0.0,0.0,True,,NaT,Enterprise,50+,52,unchanged,churned,True,False,False,False,,0
S-7904d3,A-d4e0d4,2024-11-30,2024-12-03,2024-11,2024-12,3,1,23283.0,279396.0,23283.0,23283.0,True,,NaT,Enterprise,50+,117,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-7a36ee,A-b11cd0,2023-02-16,2024-06-22,2023-02,2024-06,492,16,494.0,5928.0,7904.0,494.0,True,,NaT,Basic,26_to_50,26,unchanged,churned,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-7dab19,A-de58ca,2023-12-24,2024-11-04,2023-12,2024-11,316,11,893.0,10716.0,9823.0,893.0,True,,NaT,Basic,26_to_50,47,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-80c24c,A-139c3b,2024-11-26,2024-12-31,2024-11,2024-12,35,1,833.0,9996.0,833.0,833.0,True,,NaT,Pro,11_to_25,17,expansion,churned,True,True,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-8324d4,A-5a215a,2024-07-13,2024-08-03,2024-07,2024-08,21,1,0.0,0.0,0.0,0.0,True,,NaT,Pro,50+,87,unchanged,churned,False,False,False,False,,0
S-842638,A-35083d,2024-05-04,2024-06-26,2024-05,2024-06,53,1,931.0,11172.0,931.0,931.0,True,,NaT,Pro,11_to_25,19,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-8464b6,A-3932db,2024-07-24,2024-08-10,2024-07,2024-08,17,1,0.0,0.0,0.0,0.0,True,,NaT,Pro,50+,58,unchanged,churned,False,False,False,False,,0
S-8a9db8,A-474ad4,2024-11-30,2024-12-07,2024-11,2024-12,7,1,1592.0,19104.0,1592.0,1592.0,True,,NaT,Enterprise,01_to_10,8,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-8b9deb,A-6c093d,2024-09-12,2024-11-01,2024-09,2024-11,50,2,343.0,4116.0,686.0,343.0,True,,NaT,Pro,01_to_10,7,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-8ba974,A-cc98bc,2024-07-03,2024-08-23,2024-07,2024-08,51,1,1568.0,18816.0,1568.0,1568.0,True,,NaT,Pro,26_to_50,32,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-8cb02e,A-de24d5,2024-12-09,2024-12-21,2024-12,2024-12,12,0,3773.0,45276.0,0.0,3773.0,True,,NaT,Pro,50+,77,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-8cec59,A-3c1a3f,2023-12-23,2024-04-12,2023-12,2024-04,111,4,2786.0,33432.0,11144.0,2786.0,True,,NaT,Enterprise,11_to_25,14,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-8ec197,A-7c4956,2023-11-02,2024-10-10,2023-11,2024-10,343,11,0.0,0.0,0.0,0.0,True,,NaT,Basic,50+,51,unchanged,churned,False,False,False,False,,0
S-8faa60,A-328bd0,2023-12-15,2024-01-11,2023-12,2024-01,27,1,1911.0,22932.0,1911.0,1911.0,True,,NaT,Pro,26_to_50,39,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-90432a,A-fe79a5,2024-12-04,2024-12-24,2024-12,2024-12,20,0,1791.0,21492.0,0.0,1791.0,True,,NaT,Enterprise,01_to_10,9,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-904529,A-fe79a5,2024-03-02,2024-10-02,2024-03,2024-10,214,7,0.0,0.0,0.0,0.0,True,,NaT,Basic,11_to_25,19,expansion,churned,True,True,False,False,,0
S-904886,A-e36807,2024-06-20,2024-08-09,2024-06,2024-08,50,2,1862.0,22344.0,3724.0,1862.0,True,,NaT,Pro,26_to_50,38,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-91da84,A-6c093d,2024-03-08,2024-09-19,2024-03,2024-09,195,6,343.0,4116.0,2058.0,343.0,True,,NaT,Pro,01_to_10,7,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-936732,A-2f6a32,2024-11-28,2024-12-06,2024-11,2024-12,8,1,931.0,11172.0,931.0,931.0,True,,NaT,Pro,11_to_25,19,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-969f4c,A-b11cd0,2023-10-10,2024-10-23,2023-10,2024-10,379,12,0.0,0.0,0.0,0.0,True,,NaT,Basic,26_to_50,26,unchanged,churned,False,False,False,False,,0
S-9781fe,A-40de06,2023-09-21,2024-12-23,2023-09,2024-12,459,15,1372.0,16464.0,20580.0,1372.0,True,,NaT,Pro,26_to_50,28,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-97efb2,A-410e86,2024-11-16,2024-11-22,2024-11,2024-11,6,0,4776.0,57312.0,0.0,4776.0,True,,NaT,Enterprise,11_to_25,24,unchanged,churned,True,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-9a7851,A-4c38bc,2024-12-27,2024-12-28,2024-12,2024-12,1,0,1764.0,21168.0,0.0,1764.0,True,,NaT,Pro,26_to_50,36,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-9b2c95,A-e60f9d,2024-11-24,2024-12-05,2024-11,2024-12,11,1,0.0,0.0,0.0,0.0,True,,NaT,Pro,26_to_50,29,unchanged,churned,False,False,False,False,,0
S-9c0df6,A-883b7d,2024-04-24,2024-09-07,2024-04,2024-09,136,5,2009.0,24108.0,10045.0,2009.0,True,,NaT,Pro,26_to_50,41,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-9e450b,A-89ee83,2024-12-21,2024-12-31,2024-12,2024-12,10,0,4577.0,54924.0,0.0,4577.0,True,,NaT,Enterprise,11_to_25,23,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-a332ba,A-69b156,2024-04-15,2024-07-09,2024-04,2024-07,85,3,343.0,4116.0,1029.0,343.0,True,,NaT,Pro,01_to_10,7,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-a3ab14,A-fdfc91,2024-07-31,2024-11-10,2024-07,2024-11,102,4,1421.0,17052.0,5684.0,1421.0,True,,NaT,Pro,26_to_50,29,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-a4fd17,A-cbbe12,2024-05-11,2024-07-20,2024-05,2024-07,70,2,760.0,9120.0,1520.0,760.0,True,,NaT,Basic,26_to_50,40,contraction,churned,False,False,True,True,"[""mrr_arr_imputed_from_lookup""]",1
S-aadf83,A-700ade,2024-11-20,2024-12-04,2024-11,2024-12,14,1,1791.0,21492.0,1791.0,1791.0,True,,NaT,Enterprise,01_to_10,9,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-abddce,A-7d514c,2024-07-01,2024-11-12,2024-07,2024-11,134,4,8557.0,102684.0,34228.0,8557.0,True,,NaT,Enterprise,26_to_50,43,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-aff55c,A-bb2f49,2024-01-14,2024-12-29,2024-01,2024-12,350,11,0.0,0.0,0.0,0.0,True,,NaT,Pro,01_to_10,8,unchanged,churned,False,False,False,False,,0
S-b2d472,A-bcf87c,2024-08-27,2024-12-11,2024-08,2024-12,106,4,1990.0,23880.0,7960.0,1990.0,True,,NaT,Enterprise,01_to_10,10,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-b4212b,A-10b8da,2023-05-12,2024-01-21,2023-05,2024-01,254,8,3383.0,40596.0,27064.0,3383.0,True,,NaT,Enterprise,11_to_25,17,expansion,churned,True,True,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-b633be,A-6c093d,2023-09-26,2024-07-14,2023-09,2024-07,292,10,0.0,0.0,0.0,0.0,True,,NaT,Basic,50+,62,unchanged,churned,False,False,False,False,,0
S-b8d2f6,A-17939a,2024-12-28,2024-12-30,2024-12,2024-12,2,0,0.0,0.0,0.0,0.0,True,,NaT,Basic,11_to_25,19,unchanged,churned,False,False,False,False,,0
S-bdf7c2,A-c42f1f,2024-10-26,2024-12-24,2024-10,2024-12,59,2,539.0,6468.0,1078.0,539.0,True,,NaT,Pro,11_to_25,11,contraction,churned,False,False,True,True,"[""mrr_arr_imputed_from_lookup""]",1
S-befdba,A-ff79f2,2024-11-15,2024-11-19,2024-11,2024-11,4,0,684.0,8208.0,0.0,684.0,True,,NaT,Basic,26_to_50,36,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-c08805,A-6f8ad2,2024-09-03,2024-10-03,2024-09,2024-10,30,1,882.0,10584.0,882.0,882.0,True,,NaT,Pro,11_to_25,18,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-c15fcc,A-fd9422,2024-08-25,2024-10-02,2024-08,2024-10,38,2,1102.0,13224.0,2204.0,1102.0,True,,NaT,Basic,50+,58,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-c25d2f,A-fabe19,2024-12-12,2024-12-27,2024-12,2024-12,15,0,6368.0,76416.0,0.0,6368.0,True,,NaT,Enterprise,26_to_50,32,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-c2f293,A-69b156,2024-12-10,2024-12-30,2024-12,2024-12,20,0,152.0,1824.0,0.0,152.0,True,,NaT,Basic,01_to_10,8,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-c41762,A-9badbd,2024-12-21,2024-12-30,2024-12,2024-12,9,0,11741.0,140892.0,0.0,11741.0,True,,NaT,Enterprise,50+,59,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
S-c4c9ce,A-625d0b,2024-11-16,2024-11-22,2024-11,2024-11,6,0,1990.0,23880.0,0.0,1990.0,True,,NaT,Enterprise,01_to_10,10,unchanged,churned,False,False,False,True,"[""mrr_arr_imputed_from_lookup""]",1
