account_id,feature_name,first_use_date,days_to_adopt,is_beta_feature,beta_adopter,signup_date,dirty_row_flag,dirty_row_reason
A-0158bb,feature_16,2023-02-22,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_18,2023-04-23,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_19,2023-05-21,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_2,2023-03-07,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_22,2023-10-31,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_25,2023-01-11,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_26,2024-09-18,119,False,False,2024-05-22,False,
A-0158bb,feature_27,2023-04-28,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_29,2024-03-17,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_3,2023-01-19,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_30,2024-03-18,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_31,2023-03-25,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_39,2023-03-17,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_40,2023-01-19,0,True,True,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_6,2024-03-12,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0158bb,feature_8,2024-01-08,0,False,False,2024-05-22,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_1,2023-04-24,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_10,2023-06-09,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_11,2024-07-20,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_12,2023-06-27,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_14,2023-03-07,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_15,2023-06-05,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_17,2024-02-23,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_21,2024-02-23,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_22,2023-03-02,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_23,2023-03-04,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_24,2023-04-12,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_25,2023-12-15,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_26,2023-05-16,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_27,2024-05-23,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_29,2023-07-06,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_3,2023-06-20,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_30,2024-02-03,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_31,2024-03-06,0,True,True,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_33,2024-04-21,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_34,2023-07-18,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_35,2024-06-24,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_37,2024-02-09,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_39,2024-10-01,62,False,False,2024-07-31,False,
A-016043,feature_40,2023-02-16,0,True,True,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_5,2024-06-04,0,False,False,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-016043,feature_8,2023-02-17,0,True,True,2024-07-31,True,"[""negative_days_to_adopt_adjusted""]"
A-019782,feature_10,2023-05-02,13,False,False,2023-04-19,False,
A-019782,feature_11,2023-06-24,66,False,False,2023-04-19,False,
A-019782,feature_14,2023-07-14,86,False,False,2023-04-19,False,
A-019782,feature_15,2023-03-28,0,False,False,2023-04-19,True,"[""negative_days_to_adopt_adjusted""]"
A-019782,feature_16,2023-08-05,108,False,False,2023-04-19,False,
A-019782,feature_17,2023-06-25,67,False,False,2023-04-19,False,
A-019782,feature_18,2023-07-15,87,False,False,2023-04-19,False,
A-019782,feature_19,2024-04-04,351,True,False,2023-04-19,False,
A-019782,feature_20,2023-03-06,0,False,False,2023-04-19,True,"[""negative_days_to_adopt_adjusted""]"
A-019782,feature_23,2023-08-16,119,False,False,2023-04-19,False,
A-019782,feature_25,2023-03-18,0,False,False,2023-04-19,True,"[""negative_days_to_adopt_adjusted""]"
A-019782,feature_27,2024-01-11,267,True,False,2023-04-19,False,
A-019782,feature_28,2024-06-09,417,False,False,2023-04-19,False,
A-019782,feature_29,2024-08-26,495,True,False,2023-04-19,False,
A-019782,feature_3,2024-02-17,304,False,False,2023-04-19,False,
A-019782,feature_31,2023-01-08,0,False,False,2023-04-19,True,"[""negative_days_to_adopt_adjusted""]"
A-019782,feature_32,2023-06-16,58,False,False,2023-04-19,False,
A-019782,feature_33,2024-03-03,319,False,False,2023-04-19,False,
A-019782,feature_34,2023-01-13,0,False,False,2023-04-19,True,"[""negative_days_to_adopt_adjusted""]"
A-019782,feature_35,2023-06-29,71,False,False,2023-04-19,False,
A-019782,feature_36,2023-04-18,0,False,False,2023-04-19,True,"[""negative_days_to_adopt_adjusted""]"
A-019782,feature_38,2024-08-18,487,False,False,2023-04-19,False,
A-019782,feature_4,2024-09-01,501,False,False,2023-04-19,False,
A-019782,feature_40,2023-07-09,81,False,False,2023-04-19,False,
A-019782,feature_5,2023-07-25,97,False,False,2023-04-19,False,
A-019782,feature_6,2023-08-27,130,False,False,2023-04-19,False,
A-019782,feature_7,2023-05-28,39,False,False,2023-04-19,False,
A-019782,feature_9,2023-08-03,106,False,False,2023-04-19,False,
A-029f69,feature_1,2024-05-10,64,False,False,2024-03-07,False,
A-029f69,feature_10,2023-08-12,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_11,2024-01-13,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_12,2023-01-08,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_13,2023-09-07,0,True,True,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_14,2023-07-15,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_15,2023-02-20,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_16,2023-03-21,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_17,2023-12-29,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_18,2023-06-10,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_19,2024-09-03,180,False,False,2024-03-07,False,
A-029f69,feature_2,2023-02-06,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_20,2023-08-01,0,True,True,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_21,2023-01-04,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_22,2023-09-13,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_23,2023-03-26,0,True,True,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_24,2023-11-22,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_25,2023-05-03,0,True,True,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_26,2023-03-24,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_27,2023-06-02,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_28,2024-04-14,38,False,False,2024-03-07,False,
A-029f69,feature_29,2023-07-26,0,True,True,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_3,2023-04-25,0,True,True,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_30,2023-01-12,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_31,2023-01-15,0,True,True,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_32,2023-03-16,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_33,2023-01-17,0,True,True,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_34,2023-05-05,0,True,True,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_35,2023-08-24,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_36,2023-08-11,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_37,2023-03-21,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_38,2023-08-28,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_39,2023-06-13,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_40,2023-02-17,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_6,2023-10-24,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_7,2023-08-02,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-029f69,feature_9,2023-07-05,0,False,False,2024-03-07,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_1,2023-06-30,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_10,2024-02-26,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_11,2024-03-12,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_12,2023-04-24,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_13,2023-09-09,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_14,2024-09-01,157,True,False,2024-03-28,False,
A-02cd81,feature_15,2023-05-18,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_16,2024-09-11,167,False,False,2024-03-28,False,
A-02cd81,feature_17,2023-09-22,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_19,2023-09-30,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_2,2023-05-18,0,True,True,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_20,2023-05-08,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_22,2024-03-15,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_23,2023-10-22,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_24,2024-01-02,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_25,2024-09-12,168,False,False,2024-03-28,False,
A-02cd81,feature_26,2023-11-24,0,True,True,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_27,2023-11-29,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_28,2023-04-30,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_29,2023-09-02,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_3,2024-08-02,127,False,False,2024-03-28,False,
A-02cd81,feature_30,2023-07-09,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_31,2023-05-16,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_32,2023-01-09,0,True,True,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_33,2024-01-09,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_34,2023-07-07,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_36,2023-01-25,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_37,2024-09-01,157,False,False,2024-03-28,False,
A-02cd81,feature_4,2024-05-24,57,False,False,2024-03-28,False,
A-02cd81,feature_5,2023-01-22,0,True,True,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,feature_6,2023-01-08,0,False,False,2024-03-28,True,"[""negative_days_to_adopt_adjusted""]"
A-02cd81,,2024-04-13,16,False,False,2024-03-28,False,
A-02fac6,feature_1,2023-10-03,180,True,False,2023-04-06,False,
A-02fac6,feature_12,2024-02-17,317,False,False,2023-04-06,False,
A-02fac6,feature_13,2024-12-16,620,False,False,2023-04-06,False,
A-02fac6,feature_14,2023-07-11,96,False,False,2023-04-06,False,
A-02fac6,feature_15,2023-12-09,247,False,False,2023-04-06,False,
A-02fac6,feature_16,2023-11-01,209,True,False,2023-04-06,False,
A-02fac6,feature_17,2024-05-22,412,False,False,2023-04-06,False,
A-02fac6,feature_18,2023-10-06,183,False,False,2023-04-06,False,
A-02fac6,feature_19,2024-11-14,588,False,False,2023-04-06,False,
A-02fac6,feature_20,2023-05-21,45,False,False,2023-04-06,False,
A-02fac6,feature_21,2024-03-20,349,False,False,2023-04-06,False,
A-02fac6,feature_22,2023-06-11,66,False,False,2023-04-06,False,
A-02fac6,feature_23,2023-12-24,262,True,False,2023-04-06,False,
A-02fac6,feature_24,2023-09-08,155,False,False,2023-04-06,False,
A-02fac6,feature_25,2023-08-04,120,False,False,2023-04-06,False,
A-02fac6,feature_28,2023-09-28,175,False,False,2023-04-06,False,
A-02fac6,feature_29,2023-11-07,215,False,False,2023-04-06,False,
A-02fac6,feature_3,2023-03-13,0,False,False,2023-04-06,True,"[""negative_days_to_adopt_adjusted""]"
A-02fac6,feature_32,2024-01-30,299,False,False,2023-04-06,False,
A-02fac6,feature_34,2023-11-19,227,False,False,2023-04-06,False,
A-02fac6,feature_35,2023-03-03,0,False,False,2023-04-06,True,"[""negative_days_to_adopt_adjusted""]"
A-02fac6,feature_36,2024-08-15,497,False,False,2023-04-06,False,
A-02fac6,feature_37,2024-02-05,305,False,False,2023-04-06,False,
A-02fac6,feature_38,2024-05-08,398,False,False,2023-04-06,False,
A-02fac6,feature_39,2024-10-29,572,False,False,2023-04-06,False,
A-02fac6,feature_4,2023-10-03,180,False,False,2023-04-06,False,
A-02fac6,feature_40,2023-11-18,226,False,False,2023-04-06,False,
A-02fac6,feature_5,2023-05-31,55,False,False,2023-04-06,False,
A-02fac6,feature_6,2024-12-17,621,True,False,2023-04-06,False,
A-02fac6,feature_7,2023-05-19,43,False,False,2023-04-06,False,
A-02fac6,feature_8,2023-04-06,0,False,False,2023-04-06,False,
A-02fac6,feature_9,2023-01-21,0,True,True,2023-04-06,True,"[""negative_days_to_adopt_adjusted""]"
A-02fac6,,2024-01-13,282,False,False,2023-04-06,False,
A-034368,feature_10,2023-04-05,0,False,False,2023-11-05,True,"[""negative_days_to_adopt_adjusted""]"
A-034368,feature_12,2023-02-01,0,False,False,2023-11-05,True,"[""negative_days_to_adopt_adjusted""]"
A-034368,feature_13,2024-04-09,156,True,False,2023-11-05,False,
A-034368,feature_16,2024-07-18,256,False,False,2023-11-05,False,
A-034368,feature_2,2023-02-01,0,False,False,2023-11-05,True,"[""negative_days_to_adopt_adjusted""]"
A-034368,feature_20,2024-10-15,345,False,False,2023-11-05,False,
A-034368,feature_25,2023-07-15,0,False,False,2023-11-05,True,"[""negative_days_to_adopt_adjusted""]"
A-034368,feature_27,2024-07-03,241,False,False,2023-11-05,False,
A-034368,feature_29,2023-12-04,29,False,False,2023-11-05,False,
A-034368,feature_3,2023-12-17,42,True,False,2023-11-05,False,
A-034368,feature_30,2023-08-02,0,False,False,2023-11-05,True,"[""negative_days_to_adopt_adjusted""]"
A-034368,feature_32,2024-09-30,330,False,False,2023-11-05,False,
A-034368,feature_33,2023-02-15,0,False,False,2023-11-05,True,"[""negative_days_to_adopt_adjusted""]"
A-034368,feature_35,2024-07-25,263,True,False,2023-11-05,False,
A-034368,feature_36,2023-04-21,0,False,False,2023-11-05,True,"[""negative_days_to_adopt_adjusted""]"
A-034368,feature_38,2023-09-19,0,True,True,2023-11-05,True,"[""negative_days_to_adopt_adjusted""]"
A-034368,feature_39,2023-02-17,0,False,False,2023-11-05,True,"[""negative_days_to_adopt_adjusted""]"
A-034368,feature_6,2023-10-22,0,False,False,2023-11-05,True,"[""negative_days_to_adopt_adjusted""]"
A-034368,feature_7,2023-01-17,0,False,False,2023-11-05,True,"[""negative_days_to_adopt_adjusted""]"
A-034368,feature_8,2024-09-16,316,False,False,2023-11-05,False,
A-034368,,2023-09-19,0,False,False,2023-11-05,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_10,2023-07-02,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_12,2023-07-18,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_13,2023-07-10,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_14,2023-08-19,0,True,True,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_15,2024-06-20,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_16,2023-07-15,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_19,2024-01-26,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_2,2023-01-07,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_21,2023-08-23,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_22,2024-02-21,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_23,2023-06-19,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_24,2024-03-22,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_25,2024-07-14,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_26,2023-09-10,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_27,2023-05-07,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_28,2023-09-07,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_29,2023-03-18,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_31,2023-03-02,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_35,2024-11-16,25,False,False,2024-10-22,False,
A-0354fe,feature_37,2023-06-06,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_39,2023-04-05,0,True,True,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_4,2023-03-20,0,True,True,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_40,2023-06-30,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_5,2023-12-25,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_6,2023-03-02,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_7,2024-02-10,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,feature_8,2024-12-09,48,False,False,2024-10-22,False,
A-0354fe,feature_9,2024-10-18,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-0354fe,,2024-02-21,0,False,False,2024-10-22,True,"[""negative_days_to_adopt_adjusted""]"
A-038089,feature_10,2023-02-02,0,False,False,2023-12-19,True,"[""negative_days_to_adopt_adjusted""]"
A-038089,feature_13,2023-10-26,0,False,False,2023-12-19,True,"[""negative_days_to_adopt_adjusted""]"
