account_id,account_name,signup_date,churn_date,total_mrr,total_arr,avg_mrr,max_mrr,lifetime_gross_mrr,total_churned_mrr,num_subscriptions_lifetime,num_active_subscriptions,num_churns,lifetime_days,total_usage_count,avg_monthly_active_features,ticket_count,tickets_90_days,avg_resolution_hours,avg_satisfaction,avg_priority_score,escalated_tickets,escalation_rate,tickets_per_active_subscription,usage_score,support_score,revenue_score,health_score,customer_segment,dirty_row_flag,dirty_row_reason,daily_usage_rate
A-000021,Company_0,2024-10-16,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.3,SMB,True,"[""native_churn_flag_true_but_no_event""]",0.0
A-000022,Company_11,2024-11-08,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.3,SMB,True,"[""native_churn_flag_true_but_no_event""]",0.0
A-000023,Company_22,2024-08-20,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.3,SMB,True,"[""industry_imputed"", ""native_churn_flag_true_but_no_event""]",0.0
A-00bed1,Company_306,2023-11-14,03-01-2024,0.0,0.0,0.0,0.0,39078.0,39078.0,11.0,0.0,11.0,765,587.0,2.272727272727273,5.0,0.0,38.6,4.0,3.0,0.0,0.0,0.0,0.4968374214080167,0.3168141592920354,0.0,0.44283044277322225,SMB,False,,0.7673202614379085
A-00cac8,Company_26,2023-09-15,,14513.0,174156.0,1451.3,7761.0,14513.0,0.0,10.0,10.0,0.0,825,643.0,2.4347826086956523,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.2,0.5046550893676038,0.415929203539823,0.493231784613398,0.4780373236192696,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.7793939393939394
A-0158bb,Company_461,2024-05-22,,4070.0,48840.0,678.3333333333334,2205.0,4070.0,0.0,6.0,6.0,0.0,575,364.0,1.9444444444444444,1.0,0.0,32.0,3.0,0.0,0.0,0.0,0.16666666666666666,0.4098936326650658,0.4336283185840708,0.13832104756952593,0.4170140384407673,Mid-Market,True,"[""native_churn_flag_true_but_no_event""]",0.6330434782608696
A-016043,Company_405,2024-07-31,11-08-2024,0.0,0.0,0.0,0.0,16516.0,16516.0,11.0,0.0,11.0,505,517.0,2.5555555555555554,3.0,1.0,30.333333333333332,4.0,2.3333333333333335,0.0,0.0,0.0,0.6628828726499153,0.4631268436578171,0.0,0.6029560639522857,SMB,False,,1.0237623762376238
A-019782,Company_142,2023-04-19,,5169.0,62028.0,646.125,2587.0,8353.0,3184.0,9.0,8.0,1.0,974,602.0,2.3636363636363638,2.0,1.0,10.0,3.0,0.0,0.0,0.0,0.25,0.40019823359831586,0.8230088495575221,0.17567112896483528,0.5270414183860777,Mid-Market,True,"[""native_churn_flag_true_but_no_event""]",0.6180698151950719
A-029f69,Company_129,2024-03-07,14-12-2024,0.0,0.0,0.0,0.0,15128.0,15128.0,17.0,0.0,17.0,651,845.0,3.375,2.0,0.0,42.0,3.0,1.0,0.0,0.0,0.0,0.8404528484121588,0.2566371681415929,0.0,0.665308144330989,SMB,False,,1.2980030721966205
A-02cd81,Company_76,2024-03-28,30-04-2024,0.0,0.0,0.0,0.0,35112.0,35112.0,15.0,0.0,15.0,630,706.0,3.1363636363636362,3.0,0.0,17.333333333333332,4.5,2.5,1.0,0.3333333333333333,0.0,0.7256075361084225,0.6932153392330384,0.0,0.7158898770458072,SMB,False,,1.1206349206349207
A-02fac6,Company_52,2023-04-06,21-08-2024,0.0,0.0,0.0,0.0,26410.0,26410.0,11.0,0.0,11.0,987,545.0,2.409090909090909,6.0,0.0,23.333333333333332,4.0,1.8,0.0,0.0,0.0,0.3575336994567147,0.5870206489675516,0.0,0.4263797843099657,SMB,False,,0.5521783181357649
A-034368,Company_353,2023-11-05,29-08-2024,0.0,0.0,0.0,0.0,11745.0,11745.0,6.0,0.0,6.0,774,286.0,1.75,5.0,0.0,41.2,4.0,2.0,0.0,0.0,0.0,0.2392559271508436,0.2707964601769911,0.0,0.2487180870586878,SMB,False,,0.3695090439276486
A-0354fe,Company_380,2024-10-22,26-11-2024,0.0,0.0,0.0,0.0,15470.0,15470.0,7.0,0.0,7.0,422,499.0,2.15,4.0,2.0,20.0,4.0,2.25,0.0,0.0,0.0,0.7656419623484714,0.6460176991150443,0.0,0.7297546833784432,SMB,False,,1.1824644549763033
A-038089,Company_156,2023-12-19,25-12-2024,0.0,0.0,0.0,0.0,2104.0,2104.0,3.0,0.0,3.0,730,250.0,1.5384615384615385,6.0,0.0,30.166666666666668,3.6666666666666665,1.6,0.0,0.0,0.0,0.22174548282253198,0.46607669616519176,0.0,0.29504484682532994,SMB,False,,0.3424657534246575
A-039727,Company_107,2024-11-02,22-12-2024,0.0,0.0,0.0,0.0,36895.0,36895.0,16.0,0.0,16.0,411,805.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,SMB,False,,1.9586374695863746
A-0532a9,Company_170,2024-09-25,09-10-2024,0.0,0.0,0.0,0.0,16912.0,16912.0,13.0,0.0,13.0,449,569.0,2.1666666666666665,9.0,1.0,30.11111111111111,3.0,1.6666666666666667,0.0,0.0,0.0,0.8205471821825845,0.4670599803343166,0.0,0.7145010216281041,SMB,False,,1.2672605790645879
A-054577,Company_455,2024-04-28,,44742.0,536904.0,2796.375,16915.0,45198.0,456.0,17.0,16.0,1.0,599,858.0,3.857142857142857,1.0,0.0,46.0,4.0,0.0,0.0,0.0,0.0625,0.9274662150989296,0.18584070796460173,1.0,0.7049785629586313,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",1.4323873121869783
A-05d3b3,Company_213,2023-05-28,09-09-2024,0.0,0.0,0.0,0.0,12610.0,12610.0,13.0,0.0,13.0,935,697.0,2.8636363636363638,7.0,1.0,29.142857142857142,4.5,2.0,0.0,0.0,0.0,0.4826794400638824,0.48419721871049304,0.0,0.4831347736578656,SMB,False,,0.7454545454545455
A-05f0e5,Company_40,2023-05-04,25-11-2024,0.0,0.0,0.0,0.0,53951.0,53951.0,13.0,0.0,13.0,959,767.0,2.6956521739130435,4.0,1.0,20.0,4.0,2.25,0.0,0.0,0.0,0.5178624120423937,0.6460176991150443,0.0,0.5563089981641889,SMB,False,,0.799791449426486
A-0651a4,Company_255,2024-10-16,25-12-2024,0.0,0.0,0.0,0.0,57499.0,57499.0,17.0,0.0,17.0,428,734.0,2.869565217391304,4.0,0.0,29.25,4.0,3.0,0.0,0.0,0.0,1.0,0.4823008849557522,0.0,0.8446902654867257,SMB,False,,1.7149532710280373
A-068fc6,Company_465,2023-07-17,,22120.0,265440.0,2457.777777777778,6965.0,29085.0,6965.0,10.0,9.0,1.0,885,630.0,2.6363636363636362,6.0,0.0,38.0,4.25,1.0,0.0,0.0,0.6666666666666666,0.4609299324297513,0.327433628318584,0.7517596000584554,0.4208810411964011,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.711864406779661
A-075038,Company_397,2023-05-12,05-09-2024,0.0,0.0,0.0,0.0,19742.0,19742.0,16.0,0.0,16.0,951,783.0,3.0,2.0,1.0,43.5,3.0,3.0,0.0,0.0,0.0,0.5331125153587005,0.23008849557522126,0.0,0.4422053094236567,SMB,False,,0.8233438485804416
A-089363,Company_387,2023-05-06,27-11-2023,0.0,0.0,0.0,0.0,21864.0,21864.0,16.0,0.0,16.0,957,666.0,2.608695652173913,3.0,0.0,35.0,3.6666666666666665,2.0,0.0,0.0,0.0,0.4506090651563578,0.38053097345132747,0.0,0.4295856376448487,SMB,False,,0.6959247648902821
A-08e34e,Company_32,2024-06-27,01-09-2024,0.0,0.0,0.0,0.0,22507.0,22507.0,13.0,0.0,13.0,539,670.0,2.772727272727273,3.0,0.0,43.0,3.0,2.0,0.0,0.0,0.0,0.8048661643673498,0.23893805309734517,0.0,0.6350877309863483,SMB,False,,1.2430426716141
A-09316c,Company_341,2024-09-11,05-12-2024,0.0,0.0,0.0,0.0,73430.0,73430.0,12.0,0.0,12.0,463,594.0,2.4761904761904763,4.0,2.0,54.75,3.75,1.75,1.0,0.25,0.0,0.830697851071329,0.030973451327433676,0.0,0.5907805311481603,SMB,False,,1.2829373650107991
A-09540c,Company_239,2023-10-30,05-03-2024,0.0,0.0,0.0,0.0,23718.0,23718.0,6.0,0.0,6.0,780,321.0,1.75,2.0,0.0,28.0,4.5,2.5,0.0,0.0,0.0,0.2664698409733534,0.504424778761062,0.0,0.33785632230966595,SMB,False,,0.4115384615384615
A-098560,Company_349,2023-10-21,04-09-2024,0.0,0.0,0.0,0.0,12326.0,12326.0,11.0,0.0,11.0,789,578.0,2.4761904761904763,2.0,1.0,28.0,3.0,2.0,1.0,0.5,0.0,0.4743386008726953,0.504424778761062,0.0,0.48336445423920527,SMB,False,,0.7325728770595691
A-0a282f,Company_2,2024-08-27,31-12-2024,0.0,0.0,0.0,0.0,18733.0,18733.0,17.0,0.0,17.0,478,846.0,3.4347826086956523,3.0,1.0,43.666666666666664,4.666666666666667,2.0,0.0,0.0,0.0,1.0,0.2271386430678467,0.0,0.768141592920354,SMB,False,,1.7698744769874477
A-0a62f5,Company_381,2024-09-11,27-12-2024,0.0,0.0,0.0,0.0,5336.0,5336.0,5.0,0.0,5.0,463,256.0,1.6666666666666667,2.0,1.0,33.5,0.0,3.0,0.0,0.0,0.0,0.3580111950745122,0.4070796460176991,0.0,0.3727317303574682,SMB,False,,0.5529157667386609
A-0aaf6e,Company_114,2024-05-11,,27078.0,324936.0,3008.6666666666665,17512.0,28254.0,1176.0,11.0,9.0,2.0,586,619.0,2.5,7.0,2.0,46.857142857142854,4.333333333333333,1.5,0.0,0.0,0.7777777777777778,0.6839599407714507,0.17067003792667512,0.9202597852795144,0.529972969918018,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",1.0563139931740615
A-0b0d6d,Company_267,2024-12-30,31-12-2024,0.0,0.0,0.0,0.0,40655.0,40655.0,14.0,0.0,14.0,353,598.0,2.9047619047619047,5.0,1.0,31.4,4.0,2.5,1.0,0.2,0.0,1.0,0.44424778761061945,0.0,0.8332743362831858,SMB,False,,1.6940509915014164
A-0baac2,Company_264,2024-05-30,24-12-2024,0.0,0.0,0.0,0.0,18500.0,18500.0,6.0,0.0,6.0,567,202.0,1.4285714285714286,6.0,0.0,43.5,4.333333333333333,2.2,0.0,0.0,0.0,0.23067787581665303,0.23008849557522126,0.0,0.23050106174422347,SMB,False,,0.3562610229276896
A-0be015,Company_454,2024-10-15,13-12-2024,0.0,0.0,0.0,0.0,1634.0,1634.0,6.0,0.0,6.0,429,303.0,1.625,7.0,2.0,40.285714285714285,4.2,2.2,1.0,0.14285714285714285,0.0,0.4573229216365114,0.2869785082174463,0.0,0.40621959761079185,SMB,False,,0.7062937062937062
A-0cc442,Company_198,2024-07-18,23-10-2024,0.0,0.0,0.0,0.0,61935.0,61935.0,14.0,0.0,14.0,518,778.0,3.1666666666666665,5.0,0.0,38.2,3.0,1.6666666666666667,0.0,0.0,0.0,0.9724952086040837,0.32389380530973444,0.0,0.7779147876157788,SMB,False,,1.501930501930502
A-0dbdc6,Company_366,2023-02-12,14-04-2024,0.0,0.0,0.0,0.0,34243.0,34243.0,10.0,0.0,10.0,1040,528.0,2.6842105263157894,4.0,1.0,47.0,5.0,1.75,0.0,0.0,0.0,0.3287291496119874,0.16814159292035402,0.0,0.2805528826044974,SMB,False,,0.5076923076923077
A-0e966d,Company_493,2024-06-25,,17218.0,206616.0,1434.8333333333333,4577.0,17427.0,209.0,13.0,12.0,1.0,541,679.0,2.5833333333333335,3.0,1.0,31.666666666666668,4.5,2.0,1.0,0.3333333333333333,0.25,0.8126623546812897,0.43952802359882004,0.5851626036983041,0.7007220553565487,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",1.255083179297597
A-0f3e88,Company_428,2023-07-23,11-08-2024,0.0,0.0,0.0,0.0,5624.0,5624.0,11.0,0.0,11.0,879,620.0,2.5217391304347827,3.0,1.0,48.0,4.5,1.0,0.0,0.0,0.0,0.4567099227553037,0.1504424778761062,0.0,0.3648296892915444,SMB,False,,0.7053469852104665
A-0f6450,Company_400,2024-12-27,30-12-2024,0.0,0.0,0.0,0.0,23800.0,23800.0,12.0,0.0,12.0,356,537.0,2.5714285714285716,10.0,0.0,28.2,3.75,1.5555555555555556,1.0,0.1,0.0,0.9767016485534917,0.5008849557522124,0.0,0.8339566407131078,SMB,False,,1.5084269662921348
A-0f7d77,Company_457,2024-10-28,09-11-2024,0.0,0.0,0.0,0.0,2326.0,2326.0,6.0,0.0,6.0,416,321.0,1.5,5.0,0.0,27.2,5.0,2.6,0.0,0.0,0.0,0.49963095182503775,0.5185840707964602,0.0,0.5053168875164644,SMB,False,,0.7716346153846154
A-104f1a,Company_89,2024-08-17,11-12-2024,0.0,0.0,0.0,0.0,12617.0,12617.0,8.0,0.0,8.0,488,470.0,2.0,5.0,1.0,33.2,3.75,2.0,1.0,0.2,0.0,0.6236137307902518,0.4123893805309734,0.0,0.5602464257124683,SMB,False,,0.9631147540983607
A-10b8da,Company_9,2023-05-08,,5404.0,64848.0,1080.8,2786.0,8787.0,3383.0,6.0,5.0,1.0,955,257.0,1.8571428571428572,3.0,0.0,31.333333333333332,3.5,2.3333333333333335,0.0,0.0,0.6,0.1742478325961685,0.4454277286135694,0.18365772507757203,0.2556018014013888,Mid-Market,True,"[""native_churn_flag_true_but_no_event""]",0.26910994764397905
A-10b8f2,Company_151,2023-01-11,04-06-2024,0.0,0.0,0.0,0.0,31612.0,31612.0,14.0,0.0,14.0,1072,607.0,2.391304347826087,3.0,0.0,46.333333333333336,4.333333333333333,1.0,0.0,0.0,0.0,0.3666329884085528,0.1799410029498525,0.0,0.3106253927709427,SMB,False,,0.566231343283582
A-117171,Company_135,2024-09-12,14-11-2024,0.0,0.0,0.0,0.0,12015.0,12015.0,5.0,0.0,5.0,462,208.0,1.3333333333333333,6.0,1.0,32.5,3.6666666666666665,1.8,1.0,0.16666666666666666,0.0,0.29151371525344816,0.4247787610619469,0.0,0.33149322899599776,SMB,False,,0.45021645021645024
A-118d55,Company_65,2024-10-22,27-12-2024,0.0,0.0,0.0,0.0,29690.0,29690.0,13.0,0.0,13.0,422,645.0,2.6363636363636362,6.0,2.0,26.333333333333332,4.5,2.1666666666666665,0.0,0.0,0.0,0.9896574463221725,0.5339233038348083,0.0,0.8529372035759631,SMB,False,,1.528436018957346
A-118f1c,Company_492,2024-10-31,17-12-2024,0.0,0.0,0.0,0.0,52160.0,52160.0,8.0,0.0,8.0,413,369.0,1.85,1.0,0.0,64.0,3.0,2.0,0.0,0.0,0.0,0.5785140988659123,0.0,0.0,0.4049598692061386,SMB,False,,0.8934624697336562
A-13466a,Company_196,2023-10-22,18-04-2024,0.0,0.0,0.0,0.0,13343.0,13343.0,6.0,0.0,6.0,788,205.0,1.5,4.0,1.0,29.5,4.5,2.75,1.0,0.25,0.0,0.16844777413396908,0.47787610619469023,0.0,0.26127627375218543,SMB,False,,0.26015228426395937
A-139c3b,Company_185,2024-11-21,,6822.0,81864.0,1137.0,3582.0,9578.0,2756.0,9.0,6.0,3.0,392,495.0,2.0,11.0,2.0,31.0,4.5,1.7142857142857142,0.0,0.0,1.8333333333333333,0.817629900182877,0.4513274336283186,0.23184918587697936,0.7077391602165094,Mid-Market,True,"[""native_churn_flag_true_but_no_event""]",1.2627551020408163
A-149a69,Company_302,2024-10-17,04-12-2024,0.0,0.0,0.0,0.0,14824.0,14824.0,4.0,0.0,4.0,427,208.0,1.6363636363636365,8.0,1.0,33.875,4.2,2.2,0.0,0.0,0.0,0.31540828207750127,0.4004424778761062,0.0,0.3409185408170827,SMB,False,,0.48711943793911006
A-151c9a,Company_260,2023-01-27,04-11-2023,0.0,0.0,0.0,0.0,14250.0,14250.0,5.0,0.0,5.0,1056,388.0,1.8333333333333333,2.0,0.0,31.0,3.5,2.5,0.0,0.0,0.0,0.23790602482823472,0.4513274336283186,0.0,0.30193244746825987,SMB,False,,0.36742424242424243
A-157070,Company_85,2023-11-09,27-12-2024,0.0,0.0,0.0,0.0,27506.0,27506.0,16.0,0.0,16.0,770,717.0,3.0,3.0,1.0,42.333333333333336,3.0,1.0,1.0,0.3333333333333333,0.0,0.6029288476059298,0.25073746312684364,0.0,0.49727143226220394,SMB,False,,0.9311688311688312
A-158f4e,Company_180,2023-03-03,04-12-2024,0.0,0.0,0.0,0.0,46848.0,46848.0,13.0,0.0,13.0,1021,482.0,2.35,5.0,0.0,27.6,4.333333333333333,2.5,0.0,0.0,0.0,0.30567430200170853,0.511504424778761,0.0,0.36742333883482425,SMB,False,,0.4720861900097943
A-1619f8,Company_183,2024-05-20,21-09-2024,0.0,0.0,0.0,0.0,19790.0,19790.0,7.0,0.0,7.0,577,444.0,1.9523809523809523,4.0,1.0,46.25,5.0,1.3333333333333333,0.0,0.0,0.0,0.4982471119059901,0.18141592920353977,0.0,0.40319775709525496,SMB,False,,0.7694974003466204
A-17939a,Company_162,2024-12-26,,9603.0,115236.0,873.0,2587.0,11237.0,1634.0,13.0,11.0,2.0,357,448.0,1.9565217391304348,7.0,0.0,38.0,4.5,2.25,0.0,0.0,0.6363636363636364,0.8125450162720544,0.327433628318584,0.32636290413025987,0.6670115998860133,Mid-Market,True,"[""native_churn_flag_true_but_no_event""]",1.2549019607843137
A-180abf,Company_122,2023-08-14,12-09-2024,0.0,0.0,0.0,0.0,37312.0,37312.0,9.0,0.0,9.0,857,527.0,2.238095238095238,3.0,0.0,36.333333333333336,3.0,2.0,0.0,0.0,0.0,0.3981689834149652,0.3569321533923303,0.0,0.3857979344081747,SMB,False,,0.6149358226371062
A-186a44,Company_101,2023-08-07,,20609.0,247308.0,1585.3076923076924,9353.0,20989.0,380.0,14.0,13.0,1.0,864,628.0,3.3333333333333335,8.0,2.0,36.5,3.5,2.5,0.0,0.0,0.6153846153846154,0.4706342553016739,0.35398230088495575,0.7004074863293268,0.4356386689766584,Enterprise,True,"[""native_churn_flag_true_but_no_event""]",0.7268518518518519
