subscription_id,usage_month,usage_count_month,usage_duration_month,unique_features_month,error_count_month,days_in_month,duration_per_use,usage_intensity,is_heavy_user_month
S-023f5f,2024-03,9,2385.0,1,0,31,265.0,0.2903225806451613,False
S-023f5f,2024-04,8,1432.0,1,1,30,179.0,0.26666666666666666,False
S-023f5f,2024-11,8,2128.0,1,0,30,266.0,0.26666666666666666,False
S-02508a,2023-02,15,4960.0,2,1,28,330.6666666666667,0.5357142857142857,True
S-02508a,2023-03,14,434.0,1,0,31,31.0,0.45161290322580644,True
S-02508a,2023-11,5,635.0,1,0,30,127.0,0.16666666666666666,False
S-02508a,2024-02,17,7616.0,1,1,29,448.0,0.5862068965517241,True
S-02508a,2024-10,20,10180.0,1,0,31,509.0,0.6451612903225806,True
S-025bea,2023-05,14,5964.0,1,0,31,426.0,0.45161290322580644,True
S-025bea,2023-11,7,1841.0,1,0,30,263.0,0.23333333333333334,False
S-025bea,2023-12,7,2079.0,1,0,31,297.0,0.22580645161290322,False
S-025bea,2024-02,13,5993.0,1,0,29,461.0,0.4482758620689655,True
S-025bea,2024-07,9,1737.0,1,0,31,193.0,0.2903225806451613,False
S-025bea,2024-10,10,4320.0,1,0,31,432.0,0.3225806451612903,False
S-0267b7,2023-02,14,532.0,1,0,28,38.0,0.5,True
S-0267b7,2023-05,10,4610.0,1,1,31,461.0,0.3225806451612903,False
S-0267b7,2024-06,7,3766.0,1,0,30,538.0,0.23333333333333334,False
S-0267b7,2024-11,10,3490.0,1,0,30,349.0,0.3333333333333333,False
S-0267b7,2024-12,8,2648.0,1,1,31,331.0,0.25806451612903225,False
S-0268ba,2023-01,11,2002.0,1,1,31,182.0,0.3548387096774194,False
S-0268ba,2023-02,14,2366.0,1,2,28,169.0,0.5,True
S-0268ba,2023-05,12,132.0,1,2,31,11.0,0.3870967741935484,True
S-0268ba,2023-09,13,6812.0,1,0,30,524.0,0.43333333333333335,True
S-0268ba,2024-03,9,432.0,1,0,31,48.0,0.2903225806451613,False
S-0268ba,2024-06,8,1816.0,1,0,30,227.0,0.26666666666666666,False
S-0268ba,2024-09,10,3370.0,1,0,30,337.0,0.3333333333333333,False
S-027102,2023-11,6,1728.0,1,0,30,288.0,0.2,False
S-027102,2023-12,11,154.0,1,0,31,14.0,0.3548387096774194,False
S-027102,2024-09,15,150.0,1,0,30,10.0,0.5,True
S-0283b5,2023-02,6,2658.0,1,0,28,443.0,0.21428571428571427,False
S-0283b5,2023-06,8,3360.0,1,0,30,420.0,0.26666666666666666,False
S-0283b5,2023-11,11,3773.0,1,0,30,343.0,0.36666666666666664,False
S-0283b5,2024-10,14,630.0,1,0,31,45.0,0.45161290322580644,True
S-0283b5,2024-11,8,4080.0,1,0,30,510.0,0.26666666666666666,False
S-028f5b,2023-08,18,5562.0,1,0,31,309.0,0.5806451612903226,True
S-028f5b,2023-11,27,4065.0,2,0,30,150.55555555555554,0.9,True
S-028f5b,2024-02,9,810.0,1,0,29,90.0,0.3103448275862069,False
S-028f5b,2024-10,9,1269.0,1,1,31,141.0,0.2903225806451613,False
S-029065,2023-03,5,2565.0,1,0,31,513.0,0.16129032258064516,False
S-029065,2024-03,12,2328.0,1,0,31,194.0,0.3870967741935484,True
S-029065,2024-04,9,4599.0,1,0,30,511.0,0.3,False
S-029065,2024-08,10,5030.0,1,0,31,503.0,0.3225806451612903,False
S-02949d,2023-01,19,323.0,1,2,31,17.0,0.6129032258064516,True
S-02949d,2023-02,9,4221.0,1,0,28,469.0,0.32142857142857145,False
S-02949d,2023-07,16,8688.0,1,0,31,543.0,0.5161290322580645,True
S-02949d,2023-09,4,1816.0,1,0,30,454.0,0.13333333333333333,False
S-02949d,2023-11,9,4671.0,1,1,30,519.0,0.3,False
S-02949d,2024-01,8,2752.0,1,2,31,344.0,0.25806451612903225,False
S-02949d,2024-02,12,4668.0,1,2,29,389.0,0.41379310344827586,True
S-02949d,2024-11,13,5226.0,1,0,30,402.0,0.43333333333333335,True
S-02984e,2023-02,17,4792.0,1,0,28,281.88235294117646,0.6071428571428571,True
S-02984e,2023-04,11,3960.0,1,0,30,360.0,0.36666666666666664,False
S-02984e,2023-06,11,4345.0,1,0,30,395.0,0.36666666666666664,False
S-02984e,2024-09,5,2595.0,1,0,30,519.0,0.16666666666666666,False
S-02984e,2024-11,10,4690.0,1,0,30,469.0,0.3333333333333333,False
S-029c20,2023-01,10,440.0,1,0,31,44.0,0.3225806451612903,False
S-029c20,2023-02,21,7869.0,2,4,28,374.7142857142857,0.75,True
S-029c20,2023-03,8,1640.0,1,0,31,205.0,0.25806451612903225,False
S-029c20,2023-07,10,2620.0,1,0,31,262.0,0.3225806451612903,False
S-029c20,2024-01,12,3948.0,1,0,31,329.0,0.3870967741935484,True
S-029c20,2024-02,7,3094.0,1,0,29,442.0,0.2413793103448276,False
S-02a3aa,2023-09,12,4572.0,1,1,30,381.0,0.4,True
S-02a3aa,2024-01,22,4818.0,1,0,31,219.0,0.7096774193548387,True
S-02a3aa,2024-03,12,2340.0,1,4,31,195.0,0.3870967741935484,True
S-02a3aa,2024-08,11,2145.0,1,0,31,195.0,0.3548387096774194,False
S-02a3aa,2024-10,7,2184.0,1,1,31,312.0,0.22580645161290322,False
S-02a3aa,2024-11,15,7680.0,1,3,30,512.0,0.5,True
S-02a3aa,2024-12,4,1940.0,1,0,31,485.0,0.12903225806451613,False
S-02ab8b,2023-06,9,657.0,1,0,30,73.0,0.3,False
S-02ab8b,2024-02,28,10360.0,1,0,29,370.0,0.9655172413793104,True
S-02ab8b,2024-06,13,7176.0,1,0,30,552.0,0.43333333333333335,True
S-02ab8b,2024-09,16,5536.0,1,1,30,346.0,0.5333333333333333,True
S-02af5d,2023-12,9,846.0,1,0,31,94.0,0.2903225806451613,False
S-02af5d,2024-08,7,245.0,1,0,31,35.0,0.22580645161290322,False
S-02af5d,2024-12,13,7072.0,1,0,31,544.0,0.41935483870967744,True
S-02b3a1,2023-08,7,2982.0,1,0,31,426.0,0.22580645161290322,False
S-02b3a1,2023-09,10,2610.0,1,0,30,261.0,0.3333333333333333,False
S-02b3a1,2023-10,9,4122.0,1,0,31,458.0,0.2903225806451613,False
S-02b3a1,2023-11,8,656.0,1,2,30,82.0,0.26666666666666666,False
S-02b3a1,2024-06,11,198.0,1,0,30,18.0,0.36666666666666664,False
S-02b754,2023-02,27,8286.0,3,1,28,306.8888888888889,0.9642857142857143,True
S-02b754,2023-03,7,3920.0,1,1,31,560.0,0.22580645161290322,False
S-02b754,2023-04,7,2380.0,1,0,30,340.0,0.23333333333333334,False
S-02b754,2023-05,14,2730.0,1,0,31,195.0,0.45161290322580644,True
S-02b754,2023-07,12,6348.0,1,0,31,529.0,0.3870967741935484,True
S-02b754,2023-11,15,690.0,1,2,30,46.0,0.5,True
S-02b754,2023-12,7,217.0,1,3,31,31.0,0.22580645161290322,False
S-02b754,2024-01,20,6270.0,2,0,31,313.5,0.6451612903225806,True
S-02b754,2024-04,16,3664.0,1,0,30,229.0,0.5333333333333333,True
S-02b754,2024-08,13,6099.0,2,3,31,469.15384615384613,0.41935483870967744,True
S-02be35,2023-03,24,4096.0,2,0,31,170.66666666666666,0.7741935483870968,True
S-02be35,2024-01,36,14228.0,2,0,31,395.22222222222223,1.1612903225806452,True
S-02be35,2024-02,12,4044.0,1,0,29,337.0,0.41379310344827586,True
S-02be35,2024-10,20,6716.0,2,0,31,335.8,0.6451612903225806,True
S-02c3e7,2023-05,10,570.0,1,2,31,57.0,0.3225806451612903,False
S-02c3e7,2023-06,9,1044.0,1,0,30,116.0,0.3,False
S-02c3e7,2023-09,11,3509.0,1,1,30,319.0,0.36666666666666664,False
S-02c3e7,2024-05,8,160.0,1,2,31,20.0,0.25806451612903225,False
S-02c3e7,2024-06,9,5184.0,1,0,30,576.0,0.3,False
S-02c3e7,2024-08,5,2290.0,1,0,31,458.0,0.16129032258064516,False
S-02c3e7,2024-10,15,7140.0,1,2,31,476.0,0.4838709677419355,True
S-02cde8,2023-02,21,5180.0,2,4,28,246.66666666666666,0.75,True
S-02cde8,2023-12,11,1232.0,1,1,31,112.0,0.3548387096774194,False
S-02cde8,2024-02,8,3480.0,1,0,29,435.0,0.27586206896551724,False
S-02cde8,2024-07,21,8262.0,2,0,31,393.42857142857144,0.6774193548387096,True
S-02cde8,2024-12,8,4304.0,1,0,31,538.0,0.25806451612903225,False
S-02d46a,2023-01,6,72.0,1,2,31,12.0,0.1935483870967742,False
S-02d46a,2023-05,13,1807.0,1,1,31,139.0,0.41935483870967744,True
S-02d46a,2023-08,12,4740.0,1,1,31,395.0,0.3870967741935484,True
S-02d46a,2023-09,11,4213.0,1,0,30,383.0,0.36666666666666664,False
S-02d46a,2024-06,7,3157.0,1,0,30,451.0,0.23333333333333334,False
S-02d46a,2024-08,22,5786.0,1,0,31,263.0,0.7096774193548387,True
S-02d46a,2024-11,5,2400.0,1,0,30,480.0,0.16666666666666666,False
S-02d6c8,2023-02,11,3960.0,1,0,28,360.0,0.39285714285714285,False
S-02d6c8,2023-10,11,3432.0,1,0,31,312.0,0.3548387096774194,False
S-02d6c8,2023-12,11,6083.0,1,0,31,553.0,0.3548387096774194,False
S-02d6c8,2024-10,16,3408.0,1,0,31,213.0,0.5161290322580645,True
S-02d6c8,2024-12,5,2150.0,1,0,31,430.0,0.16129032258064516,False
S-02ec76,2023-02,11,3927.0,1,0,28,357.0,0.39285714285714285,False
S-02ec76,2023-04,12,2856.0,1,0,30,238.0,0.4,True
S-02ec76,2023-05,12,5308.0,2,3,31,442.3333333333333,0.3870967741935484,True
S-02ec76,2023-06,8,1840.0,1,0,30,230.0,0.26666666666666666,False
S-02ec76,2023-07,13,3692.0,1,1,31,284.0,0.41935483870967744,True
S-02ec76,2024-07,9,54.0,1,0,31,6.0,0.2903225806451613,False
S-02ec76,2024-10,19,1482.0,2,0,31,78.0,0.6129032258064516,True
S-03340d,2023-03,29,12831.0,2,4,31,442.44827586206895,0.9354838709677419,True
S-03340d,2023-06,7,3801.0,1,0,30,543.0,0.23333333333333334,False
S-03340d,2023-08,11,1826.0,1,0,31,166.0,0.3548387096774194,False
S-03340d,2024-10,20,5296.0,2,0,31,264.8,0.6451612903225806,True
S-03340d,2024-12,56,17878.0,2,6,31,319.25,1.8064516129032258,True
S-0334aa,2024-03,12,5904.0,1,2,31,492.0,0.3870967741935484,True
S-0334aa,2024-11,15,6720.0,1,2,30,448.0,0.5,True
S-0337da,2023-01,10,4940.0,1,0,31,494.0,0.3225806451612903,False
S-0337da,2023-04,19,9006.0,1,0,30,474.0,0.6333333333333333,True
S-0337da,2023-05,14,3514.0,1,0,31,251.0,0.45161290322580644,True
S-0337da,2023-07,10,1140.0,1,0,31,114.0,0.3225806451612903,False
S-0337da,2023-08,21,6802.0,2,1,31,323.9047619047619,0.6774193548387096,True
S-0337da,2023-09,14,6202.0,1,0,30,443.0,0.4666666666666667,True
S-0337da,2024-07,9,5076.0,1,0,31,564.0,0.2903225806451613,False
S-0337da,2024-09,11,2893.0,1,0,30,263.0,0.36666666666666664,False
S-0359cf,2023-04,7,812.0,1,1,30,116.0,0.23333333333333334,False
S-0359cf,2023-11,22,8939.0,2,0,30,406.3181818181818,0.7333333333333333,True
S-0359cf,2024-02,22,12371.0,2,0,29,562.3181818181819,0.7586206896551724,True
