subscription_id,account_id,month,mrr,is_churned_month,cohort_month,months_since_signup
S-000011,A-f03140,2024-07,722.0,False,2024-07,0
S-000011,A-f03140,2024-08,722.0,False,2024-07,1
S-000011,A-f03140,2024-09,722.0,False,2024-07,2
S-000011,A-f03140,2024-10,722.0,False,2024-07,3
S-000011,A-f03140,2024-11,0.0,True,2024-07,4
S-000013,A-eb7c38,2024-09,2985.0,False,2024-09,0
S-000013,A-eb7c38,2024-10,2985.0,False,2024-09,1
S-000013,A-eb7c38,2024-11,2985.0,False,2024-09,2
S-000013,A-eb7c38,2024-12,2985.0,False,2024-09,3
S-000013,A-eb7c38,2025-01,2985.0,False,2024-09,4
S-000013,A-eb7c38,2025-02,2985.0,False,2024-09,5
S-000013,A-eb7c38,2025-03,2985.0,False,2024-09,6
S-000013,A-eb7c38,2025-04,2985.0,False,2024-09,7
S-000013,A-eb7c38,2025-05,2985.0,False,2024-09,8
S-000013,A-eb7c38,2025-06,2985.0,False,2024-09,9
S-000013,A-eb7c38,2025-07,2985.0,False,2024-09,10
S-000013,A-eb7c38,2025-08,2985.0,False,2024-09,11
S-000013,A-eb7c38,2025-09,2985.0,False,2024-09,12
S-000013,A-eb7c38,2025-10,2985.0,False,2024-09,13
S-000013,A-eb7c38,2025-11,2985.0,False,2024-09,14
S-000013,A-eb7c38,2025-12,2985.0,False,2024-09,15
S-000014,A-bcbe98,2024-10,9154.0,False,2024-10,0
S-000014,A-bcbe98,2024-11,9154.0,False,2024-10,1
S-000014,A-bcbe98,2024-12,0.0,True,2024-10,2
S-000015,A-e61e98,2024-01,361.0,False,2024-01,0
S-000015,A-e61e98,2024-02,361.0,False,2024-01,1
S-000015,A-e61e98,2024-03,361.0,False,2024-01,2
S-000015,A-e61e98,2024-04,361.0,False,2024-01,3
S-000015,A-e61e98,2024-05,361.0,False,2024-01,4
S-000015,A-e61e98,2024-06,361.0,False,2024-01,5
S-000015,A-e61e98,2024-07,361.0,False,2024-01,6
S-000015,A-e61e98,2024-08,361.0,False,2024-01,7
S-000015,A-e61e98,2024-09,361.0,False,2024-01,8
S-000015,A-e61e98,2024-10,361.0,False,2024-01,9
S-000015,A-e61e98,2024-11,0.0,True,2024-01,10
S-000016,A-2bc93d,2024-03,1805.0,False,2024-03,0
S-000016,A-2bc93d,2024-04,1805.0,False,2024-03,1
S-000016,A-2bc93d,2024-05,1805.0,False,2024-03,2
S-000016,A-2bc93d,2024-06,1805.0,False,2024-03,3
S-000016,A-2bc93d,2024-07,1805.0,False,2024-03,4
S-000016,A-2bc93d,2024-08,1805.0,False,2024-03,5
S-000016,A-2bc93d,2024-09,0.0,True,2024-03,6
S-000017,A-524364,2024-12,539.0,False,2024-12,0
S-000017,A-524364,2025-01,539.0,False,2024-12,1
S-000017,A-524364,2025-02,539.0,False,2024-12,2
S-000017,A-524364,2025-03,539.0,False,2024-12,3
S-000017,A-524364,2025-04,539.0,False,2024-12,4
S-000017,A-524364,2025-05,539.0,False,2024-12,5
S-000017,A-524364,2025-06,539.0,False,2024-12,6
S-000017,A-524364,2025-07,539.0,False,2024-12,7
S-000017,A-524364,2025-08,539.0,False,2024-12,8
S-000017,A-524364,2025-09,539.0,False,2024-12,9
S-000017,A-524364,2025-10,539.0,False,2024-12,10
S-000017,A-524364,2025-11,539.0,False,2024-12,11
S-000017,A-524364,2025-12,539.0,False,2024-12,12
S-00001a,A-751c58,2024-10,2205.0,False,2024-10,0
S-00001a,A-751c58,2024-11,2205.0,False,2024-10,1
S-00001a,A-751c58,2024-12,2205.0,False,2024-10,2
S-00001a,A-751c58,2025-01,0.0,True,2024-10,3
S-00001b,A-e6afc1,2024-08,98.0,False,2024-08,0
S-00001b,A-e6afc1,2024-09,98.0,False,2024-08,1
S-00001b,A-e6afc1,2024-10,98.0,False,2024-08,2
S-00001b,A-e6afc1,2024-11,98.0,False,2024-08,3
S-00001b,A-e6afc1,2024-12,98.0,False,2024-08,4
S-00001b,A-e6afc1,2025-01,98.0,False,2024-08,5
S-00001b,A-e6afc1,2025-02,98.0,False,2024-08,6
S-00001b,A-e6afc1,2025-03,98.0,False,2024-08,7
S-00001b,A-e6afc1,2025-04,98.0,False,2024-08,8
S-00001b,A-e6afc1,2025-05,98.0,False,2024-08,9
S-00001b,A-e6afc1,2025-06,98.0,False,2024-08,10
S-00001b,A-e6afc1,2025-07,98.0,False,2024-08,11
S-00001b,A-e6afc1,2025-08,98.0,False,2024-08,12
S-00001b,A-e6afc1,2025-09,98.0,False,2024-08,13
S-00001b,A-e6afc1,2025-10,98.0,False,2024-08,14
S-00001b,A-e6afc1,2025-11,98.0,False,2024-08,15
S-00001b,A-e6afc1,2025-12,98.0,False,2024-08,16
S-00001c,A-ed510f,2024-04,8358.0,False,2024-04,0
S-00001c,A-ed510f,2024-05,8358.0,False,2024-04,1
S-00001c,A-ed510f,2024-06,8358.0,False,2024-04,2
S-00001c,A-ed510f,2024-07,8358.0,False,2024-04,3
S-00001c,A-ed510f,2024-08,8358.0,False,2024-04,4
S-00001c,A-ed510f,2024-09,8358.0,False,2024-04,5
S-00001c,A-ed510f,2024-10,8358.0,False,2024-04,6
S-00001c,A-ed510f,2024-11,8358.0,False,2024-04,7
S-00001c,A-ed510f,2024-12,8358.0,False,2024-04,8
S-00001c,A-ed510f,2025-01,8358.0,False,2024-04,9
S-00001c,A-ed510f,2025-02,8358.0,False,2024-04,10
S-00001c,A-ed510f,2025-03,8358.0,False,2024-04,11
S-00001c,A-ed510f,2025-04,8358.0,False,2024-04,12
S-00001c,A-ed510f,2025-05,8358.0,False,2024-04,13
S-00001c,A-ed510f,2025-06,8358.0,False,2024-04,14
S-00001c,A-ed510f,2025-07,8358.0,False,2024-04,15
S-00001c,A-ed510f,2025-08,8358.0,False,2024-04,16
S-00001c,A-ed510f,2025-09,8358.0,False,2024-04,17
S-00001c,A-ed510f,2025-10,8358.0,False,2024-04,18
S-00001c,A-ed510f,2025-11,8358.0,False,2024-04,19
S-00001c,A-ed510f,2025-12,8358.0,False,2024-04,20
S-00001d,A-9bfc9f,2024-01,1007.0,False,2024-01,0
S-00001d,A-9bfc9f,2024-02,1007.0,False,2024-01,1
S-00001d,A-9bfc9f,2024-03,1007.0,False,2024-01,2
S-00001d,A-9bfc9f,2024-04,1007.0,False,2024-01,3
S-00001d,A-9bfc9f,2024-05,1007.0,False,2024-01,4
S-00001d,A-9bfc9f,2024-06,1007.0,False,2024-01,5
S-00001d,A-9bfc9f,2024-07,1007.0,False,2024-01,6
S-00001d,A-9bfc9f,2024-08,1007.0,False,2024-01,7
S-00001d,A-9bfc9f,2024-09,1007.0,False,2024-01,8
S-00001d,A-9bfc9f,2024-10,1007.0,False,2024-01,9
S-00001d,A-9bfc9f,2024-11,1007.0,False,2024-01,10
S-00001d,A-9bfc9f,2024-12,1007.0,False,2024-01,11
S-00001d,A-9bfc9f,2025-01,1007.0,False,2024-01,12
S-00001d,A-9bfc9f,2025-02,1007.0,False,2024-01,13
S-00001d,A-9bfc9f,2025-03,1007.0,False,2024-01,14
S-00001d,A-9bfc9f,2025-04,1007.0,False,2024-01,15
S-00001d,A-9bfc9f,2025-05,1007.0,False,2024-01,16
S-00001d,A-9bfc9f,2025-06,1007.0,False,2024-01,17
S-00001d,A-9bfc9f,2025-07,1007.0,False,2024-01,18
S-00001d,A-9bfc9f,2025-08,1007.0,False,2024-01,19
S-00001d,A-9bfc9f,2025-09,1007.0,False,2024-01,20
S-00001d,A-9bfc9f,2025-10,1007.0,False,2024-01,21
S-00001d,A-9bfc9f,2025-11,1007.0,False,2024-01,22
S-00001d,A-9bfc9f,2025-12,1007.0,False,2024-01,23
S-00001e,A-b07b56,2024-11,1225.0,False,2024-11,0
S-00001e,A-b07b56,2024-12,1225.0,False,2024-11,1
S-00001e,A-b07b56,2025-01,0.0,True,2024-11,2
S-00001f,A-625d0b,2024-11,441.0,False,2024-11,0
S-00001f,A-625d0b,2024-12,441.0,False,2024-11,1
S-00001f,A-625d0b,2025-01,441.0,False,2024-11,2
S-00001f,A-625d0b,2025-02,441.0,False,2024-11,3
S-00001f,A-625d0b,2025-03,441.0,False,2024-11,4
S-00001f,A-625d0b,2025-04,441.0,False,2024-11,5
S-00001f,A-625d0b,2025-05,441.0,False,2024-11,6
S-00001f,A-625d0b,2025-06,441.0,False,2024-11,7
S-00001f,A-625d0b,2025-07,441.0,False,2024-11,8
S-00001f,A-625d0b,2025-08,441.0,False,2024-11,9
S-00001f,A-625d0b,2025-09,441.0,False,2024-11,10
S-00001f,A-625d0b,2025-10,441.0,False,2024-11,11
S-00001f,A-625d0b,2025-11,441.0,False,2024-11,12
S-00001f,A-625d0b,2025-12,441.0,False,2024-11,13
S-000020,A-700ade,2024-11,133.0,False,2024-11,0
S-000020,A-700ade,2024-12,133.0,False,2024-11,1
S-000020,A-700ade,2025-01,133.0,False,2024-11,2
S-000020,A-700ade,2025-02,133.0,False,2024-11,3
S-000020,A-700ade,2025-03,133.0,False,2024-11,4
S-000020,A-700ade,2025-04,133.0,False,2024-11,5
S-000020,A-700ade,2025-05,133.0,False,2024-11,6
S-000020,A-700ade,2025-06,133.0,False,2024-11,7
S-000020,A-700ade,2025-07,133.0,False,2024-11,8
S-000020,A-700ade,2025-08,133.0,False,2024-11,9
S-000020,A-700ade,2025-09,133.0,False,2024-11,10
S-000020,A-700ade,2025-10,133.0,False,2024-11,11
S-000020,A-700ade,2025-11,133.0,False,2024-11,12
S-000020,A-700ade,2025-12,133.0,False,2024-11,13
S-000021,A-acb7f7,2024-02,6368.0,False,2024-02,0
S-000021,A-acb7f7,2024-03,6368.0,False,2024-02,1
S-000021,A-acb7f7,2024-04,0.0,True,2024-02,2
S-000022,A-f03140,2024-07,5373.0,False,2024-07,0
S-000022,A-f03140,2024-08,5373.0,False,2024-07,1
S-000022,A-f03140,2024-09,5373.0,False,2024-07,2
S-000022,A-f03140,2024-10,5373.0,False,2024-07,3
S-000022,A-f03140,2024-11,0.0,True,2024-07,4
S-000023,A-956988,2024-12,10945.0,False,2024-12,0
S-000023,A-956988,2025-01,0.0,True,2024-12,1
S-000024,A-3932db,2023-12,437.0,False,2023-12,0
S-000024,A-3932db,2024-01,437.0,False,2023-12,1
S-000024,A-3932db,2024-02,437.0,False,2023-12,2
S-000024,A-3932db,2024-03,437.0,False,2023-12,3
S-000024,A-3932db,2024-04,437.0,False,2023-12,4
S-000024,A-3932db,2024-05,437.0,False,2023-12,5
S-000024,A-3932db,2024-06,437.0,False,2023-12,6
S-000024,A-3932db,2024-07,437.0,False,2023-12,7
S-000024,A-3932db,2024-08,437.0,False,2023-12,8
S-000024,A-3932db,2024-09,437.0,False,2023-12,9
S-000024,A-3932db,2024-10,437.0,False,2023-12,10
S-000024,A-3932db,2024-11,437.0,False,2023-12,11
S-000024,A-3932db,2024-12,437.0,False,2023-12,12
S-000024,A-3932db,2025-01,437.0,False,2023-12,13
S-000024,A-3932db,2025-02,437.0,False,2023-12,14
S-000024,A-3932db,2025-03,437.0,False,2023-12,15
S-000024,A-3932db,2025-04,437.0,False,2023-12,16
S-000024,A-3932db,2025-05,437.0,False,2023-12,17
S-000024,A-3932db,2025-06,437.0,False,2023-12,18
S-000024,A-3932db,2025-07,437.0,False,2023-12,19
S-000024,A-3932db,2025-08,437.0,False,2023-12,20
S-000024,A-3932db,2025-09,437.0,False,2023-12,21
S-000024,A-3932db,2025-10,437.0,False,2023-12,22
S-000024,A-3932db,2025-11,437.0,False,2023-12,23
S-000024,A-3932db,2025-12,437.0,False,2023-12,24
S-000025,A-241e75,2024-09,266.0,False,2024-09,0
S-000025,A-241e75,2024-10,266.0,False,2024-09,1
S-000025,A-241e75,2024-11,266.0,False,2024-09,2
S-000025,A-241e75,2024-12,266.0,False,2024-09,3
S-000025,A-241e75,2025-01,0.0,True,2024-09,4
S-000027,A-55f257,2024-08,4179.0,False,2024-08,0
S-000027,A-55f257,2024-09,4179.0,False,2024-08,1
S-000027,A-55f257,2024-10,4179.0,False,2024-08,2
S-000027,A-55f257,2024-11,4179.0,False,2024-08,3
S-000027,A-55f257,2024-12,4179.0,False,2024-08,4
S-000027,A-55f257,2025-01,4179.0,False,2024-08,5
S-000027,A-55f257,2025-02,4179.0,False,2024-08,6
S-000027,A-55f257,2025-03,4179.0,False,2024-08,7
S-000027,A-55f257,2025-04,4179.0,False,2024-08,8
S-000027,A-55f257,2025-05,4179.0,False,2024-08,9
S-000027,A-55f257,2025-06,4179.0,False,2024-08,10
S-000027,A-55f257,2025-07,4179.0,False,2024-08,11
S-000027,A-55f257,2025-08,4179.0,False,2024-08,12
S-000027,A-55f257,2025-09,4179.0,False,2024-08,13
S-000027,A-55f257,2025-10,4179.0,False,2024-08,14
S-000027,A-55f257,2025-11,4179.0,False,2024-08,15
S-000027,A-55f257,2025-12,4179.0,False,2024-08,16
S-000029,A-39ddf4,2024-12,1960.0,False,2024-12,0
S-000029,A-39ddf4,2025-01,1960.0,False,2024-12,1
S-000029,A-39ddf4,2025-02,1960.0,False,2024-12,2
S-000029,A-39ddf4,2025-03,1960.0,False,2024-12,3
S-000029,A-39ddf4,2025-04,1960.0,False,2024-12,4
S-000029,A-39ddf4,2025-05,1960.0,False,2024-12,5
S-000029,A-39ddf4,2025-06,1960.0,False,2024-12,6
S-000029,A-39ddf4,2025-07,1960.0,False,2024-12,7
S-000029,A-39ddf4,2025-08,1960.0,False,2024-12,8
S-000029,A-39ddf4,2025-09,1960.0,False,2024-12,9
S-000029,A-39ddf4,2025-10,1960.0,False,2024-12,10
S-000029,A-39ddf4,2025-11,1960.0,False,2024-12,11
S-000029,A-39ddf4,2025-12,1960.0,False,2024-12,12
S-00002a,A-54d94a,2024-02,1323.0,False,2024-02,0
S-00002a,A-54d94a,2024-03,1323.0,False,2024-02,1
S-00002a,A-54d94a,2024-04,1323.0,False,2024-02,2
S-00002a,A-54d94a,2024-05,1323.0,False,2024-02,3
S-00002a,A-54d94a,2024-06,1323.0,False,2024-02,4
S-00002a,A-54d94a,2024-07,1323.0,False,2024-02,5
S-00002a,A-54d94a,2024-08,1323.0,False,2024-02,6
S-00002a,A-54d94a,2024-09,1323.0,False,2024-02,7
S-00002a,A-54d94a,2024-10,1323.0,False,2024-02,8
S-00002a,A-54d94a,2024-11,1323.0,False,2024-02,9
S-00002a,A-54d94a,2024-12,1323.0,False,2024-02,10
S-00002a,A-54d94a,2025-01,1323.0,False,2024-02,11
S-00002a,A-54d94a,2025-02,1323.0,False,2024-02,12
S-00002a,A-54d94a,2025-03,1323.0,False,2024-02,13
S-00002a,A-54d94a,2025-04,1323.0,False,2024-02,14
S-00002a,A-54d94a,2025-05,1323.0,False,2024-02,15
S-00002a,A-54d94a,2025-06,1323.0,False,2024-02,16
S-00002a,A-54d94a,2025-07,1323.0,False,2024-02,17
S-00002a,A-54d94a,2025-08,1323.0,False,2024-02,18
S-00002a,A-54d94a,2025-09,1323.0,False,2024-02,19
S-00002a,A-54d94a,2025-10,1323.0,False,2024-02,20
S-00002a,A-54d94a,2025-11,1323.0,False,2024-02,21
S-00002a,A-54d94a,2025-12,1323.0,False,2024-02,22
S-00002b,A-aa9511,2024-02,19303.0,False,2024-02,0
S-00002b,A-aa9511,2024-03,19303.0,False,2024-02,1
S-00002b,A-aa9511,2024-04,19303.0,False,2024-02,2
S-00002b,A-aa9511,2024-05,19303.0,False,2024-02,3
S-00002b,A-aa9511,2024-06,19303.0,False,2024-02,4
S-00002b,A-aa9511,2024-07,19303.0,False,2024-02,5
S-00002b,A-aa9511,2024-08,19303.0,False,2024-02,6
S-00002b,A-aa9511,2024-09,19303.0,False,2024-02,7
S-00002b,A-aa9511,2024-10,19303.0,False,2024-02,8
S-00002b,A-aa9511,2024-11,19303.0,False,2024-02,9
S-00002b,A-aa9511,2024-12,19303.0,False,2024-02,10
S-00002b,A-aa9511,2025-01,19303.0,False,2024-02,11
S-00002b,A-aa9511,2025-02,19303.0,False,2024-02,12
S-00002b,A-aa9511,2025-03,19303.0,False,2024-02,13
S-00002b,A-aa9511,2025-04,19303.0,False,2024-02,14
S-00002b,A-aa9511,2025-05,19303.0,False,2024-02,15
S-00002b,A-aa9511,2025-06,19303.0,False,2024-02,16
S-00002b,A-aa9511,2025-07,19303.0,False,2024-02,17
S-00002b,A-aa9511,2025-08,19303.0,False,2024-02,18
S-00002b,A-aa9511,2025-09,19303.0,False,2024-02,19
S-00002b,A-aa9511,2025-10,19303.0,False,2024-02,20
S-00002b,A-aa9511,2025-11,19303.0,False,2024-02,21
S-00002b,A-aa9511,2025-12,19303.0,False,2024-02,22
S-00002c,A-0aaf6e,2024-12,3582.0,False,2024-12,0
S-00002c,A-0aaf6e,2025-01,3582.0,False,2024-12,1
S-00002c,A-0aaf6e,2025-02,3582.0,False,2024-12,2
S-00002c,A-0aaf6e,2025-03,3582.0,False,2024-12,3
S-00002c,A-0aaf6e,2025-04,3582.0,False,2024-12,4
S-00002c,A-0aaf6e,2025-05,3582.0,False,2024-12,5
S-00002c,A-0aaf6e,2025-06,3582.0,False,2024-12,6
S-00002c,A-0aaf6e,2025-07,3582.0,False,2024-12,7
S-00002c,A-0aaf6e,2025-08,3582.0,False,2024-12,8
S-00002c,A-0aaf6e,2025-09,3582.0,False,2024-12,9
S-00002c,A-0aaf6e,2025-10,3582.0,False,2024-12,10
S-00002c,A-0aaf6e,2025-11,3582.0,False,2024-12,11
S-00002c,A-0aaf6e,2025-12,3582.0,False,2024-12,12
S-00002d,A-832ec2,2024-04,228.0,False,2024-04,0
S-00002d,A-832ec2,2024-05,228.0,False,2024-04,1
S-00002d,A-832ec2,2024-06,228.0,False,2024-04,2
S-00002d,A-832ec2,2024-07,228.0,False,2024-04,3
S-00002d,A-832ec2,2024-08,228.0,False,2024-04,4
S-00002d,A-832ec2,2024-09,228.0,False,2024-04,5
S-00002d,A-832ec2,2024-10,0.0,True,2024-04,6
S-00002e,A-eafc6e,2024-09,1323.0,False,2024-09,0
S-00002e,A-eafc6e,2024-10,1323.0,False,2024-09,1
S-00002e,A-eafc6e,2024-11,1323.0,False,2024-09,2
S-00002e,A-eafc6e,2024-12,1323.0,False,2024-09,3
S-00002e,A-eafc6e,2025-01,0.0,True,2024-09,4
S-00002f,A-ff79f2,2024-07,490.0,False,2024-07,0
S-00002f,A-ff79f2,2024-08,490.0,False,2024-07,1
S-00002f,A-ff79f2,2024-09,490.0,False,2024-07,2
S-00002f,A-ff79f2,2024-10,490.0,False,2024-07,3
S-00002f,A-ff79f2,2024-11,490.0,False,2024-07,4
S-00002f,A-ff79f2,2024-12,490.0,False,2024-07,5
S-00002f,A-ff79f2,2025-01,490.0,False,2024-07,6
S-00002f,A-ff79f2,2025-02,490.0,False,2024-07,7
S-00002f,A-ff79f2,2025-03,490.0,False,2024-07,8
S-00002f,A-ff79f2,2025-04,490.0,False,2024-07,9
S-00002f,A-ff79f2,2025-05,490.0,False,2024-07,10
S-00002f,A-ff79f2,2025-06,490.0,False,2024-07,11
S-00002f,A-ff79f2,2025-07,490.0,False,2024-07,12
S-00002f,A-ff79f2,2025-08,490.0,False,2024-07,13
S-00002f,A-ff79f2,2025-09,490.0,False,2024-07,14
S-00002f,A-ff79f2,2025-10,490.0,False,2024-07,15
S-00002f,A-ff79f2,2025-11,490.0,False,2024-07,16
S-00002f,A-ff79f2,2025-12,490.0,False,2024-07,17
S-000030,A-8e47ca,2024-04,3781.0,False,2024-04,0
S-000030,A-8e47ca,2024-05,3781.0,False,2024-04,1
S-000030,A-8e47ca,2024-06,3781.0,False,2024-04,2
S-000030,A-8e47ca,2024-07,3781.0,False,2024-04,3
S-000030,A-8e47ca,2024-08,3781.0,False,2024-04,4
S-000030,A-8e47ca,2024-09,3781.0,False,2024-04,5
S-000030,A-8e47ca,2024-10,3781.0,False,2024-04,6
S-000030,A-8e47ca,2024-11,3781.0,False,2024-04,7
S-000030,A-8e47ca,2024-12,3781.0,False,2024-04,8
S-000030,A-8e47ca,2025-01,0.0,True,2024-04,9
S-000031,A-55f257,2024-01,441.0,False,2024-01,0
S-000031,A-55f257,2024-02,441.0,False,2024-01,1
S-000031,A-55f257,2024-03,441.0,False,2024-01,2
S-000031,A-55f257,2024-04,441.0,False,2024-01,3
S-000031,A-55f257,2024-05,441.0,False,2024-01,4
S-000031,A-55f257,2024-06,441.0,False,2024-01,5
S-000031,A-55f257,2024-07,441.0,False,2024-01,6
S-000031,A-55f257,2024-08,441.0,False,2024-01,7
S-000031,A-55f257,2024-09,441.0,False,2024-01,8
S-000031,A-55f257,2024-10,441.0,False,2024-01,9
S-000031,A-55f257,2024-11,441.0,False,2024-01,10
S-000031,A-55f257,2024-12,441.0,False,2024-01,11
S-000031,A-55f257,2025-01,441.0,False,2024-01,12
S-000031,A-55f257,2025-02,441.0,False,2024-01,13
S-000031,A-55f257,2025-03,441.0,False,2024-01,14
S-000031,A-55f257,2025-04,441.0,False,2024-01,15
S-000031,A-55f257,2025-05,441.0,False,2024-01,16
