etl_run_id,timestamp,table,primary_key,column,original_value,corrected_value,reason_code,notes
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.354862+00:00,churn_events,"{""churn_event_id"": ""C-c89493""}",,,,duplicate_raw_keep_max_completeness,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.364476+00:00,churn_events,"{""churn_event_id"": ""C-000028""}",refund_amount_usd,-35.6,35.6,negative_refund_amount_usd,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.384254+00:00,churn_events,"{""churn_event_id"": ""C-00000a""}",reason_code,,,blank_reason_code,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.384416+00:00,churn_events,"{""churn_event_id"": ""C-00000b""}",reason_code,,,blank_reason_code,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.384576+00:00,churn_events,"{""churn_event_id"": ""C-00000f""}",reason_code,,,blank_reason_code,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.384733+00:00,churn_events,"{""churn_event_id"": ""C-000010""}",reason_code,,,blank_reason_code,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.384884+00:00,churn_events,"{""churn_event_id"": ""C-000014""}",reason_code,,,blank_reason_code,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.385039+00:00,churn_events,"{""churn_event_id"": ""C-000016""}",reason_code,,,blank_reason_code,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.385191+00:00,churn_events,"{""churn_event_id"": ""C-000019""}",reason_code,,,blank_reason_code,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.385347+00:00,churn_events,"{""churn_event_id"": ""C-00001b""}",reason_code,,,blank_reason_code,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.385498+00:00,churn_events,"{""churn_event_id"": ""C-00001f""}",reason_code,,,blank_reason_code,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.385648+00:00,churn_events,"{""churn_event_id"": ""C-000023""}",reason_code,,,blank_reason_code,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.385798+00:00,churn_events,"{""churn_event_id"": ""C-000024""}",reason_code,,,blank_reason_code,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.421401+00:00,churn_events,"{""churn_event_id"": ""C-000028""}",reason_code,,,blank_reason_code,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.421757+00:00,churn_events,"{""churn_event_id"": ""C-00002a""}",reason_code,,,blank_reason_code,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.423240+00:00,churn_events,"{""churn_event_id"": ""C-000001""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.423576+00:00,churn_events,"{""churn_event_id"": ""C-000004""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.423915+00:00,churn_events,"{""churn_event_id"": ""C-000007""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.424243+00:00,churn_events,"{""churn_event_id"": ""C-00000c""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.424610+00:00,churn_events,"{""churn_event_id"": ""C-000010""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.424997+00:00,churn_events,"{""churn_event_id"": ""C-000014""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.425321+00:00,churn_events,"{""churn_event_id"": ""C-000015""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.425657+00:00,churn_events,"{""churn_event_id"": ""C-000016""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.425990+00:00,churn_events,"{""churn_event_id"": ""C-00001a""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.426333+00:00,churn_events,"{""churn_event_id"": ""C-00001e""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.426654+00:00,churn_events,"{""churn_event_id"": ""C-000020""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.426972+00:00,churn_events,"{""churn_event_id"": ""C-000021""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.427318+00:00,churn_events,"{""churn_event_id"": ""C-000024""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.427646+00:00,churn_events,"{""churn_event_id"": ""C-000025""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.427975+00:00,churn_events,"{""churn_event_id"": ""C-000026""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.428294+00:00,churn_events,"{""churn_event_id"": ""C-000027""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.428632+00:00,churn_events,"{""churn_event_id"": ""C-00002a""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.428955+00:00,churn_events,"{""churn_event_id"": ""C-02a354""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.429276+00:00,churn_events,"{""churn_event_id"": ""C-033d73""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.429597+00:00,churn_events,"{""churn_event_id"": ""C-043665""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.429923+00:00,churn_events,"{""churn_event_id"": ""C-049f10""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.430243+00:00,churn_events,"{""churn_event_id"": ""C-05224a""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.430580+00:00,churn_events,"{""churn_event_id"": ""C-0ba0a0""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.430902+00:00,churn_events,"{""churn_event_id"": ""C-0d470e""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.431221+00:00,churn_events,"{""churn_event_id"": ""C-0e273d""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.431547+00:00,churn_events,"{""churn_event_id"": ""C-105c4c""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.431879+00:00,churn_events,"{""churn_event_id"": ""C-1124ed""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.432208+00:00,churn_events,"{""churn_event_id"": ""C-155feb""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.432540+00:00,churn_events,"{""churn_event_id"": ""C-1727c8""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.432872+00:00,churn_events,"{""churn_event_id"": ""C-190a42""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.433193+00:00,churn_events,"{""churn_event_id"": ""C-1965c1""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.433513+00:00,churn_events,"{""churn_event_id"": ""C-1cea52""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.433845+00:00,churn_events,"{""churn_event_id"": ""C-1f4cc0""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.434178+00:00,churn_events,"{""churn_event_id"": ""C-1f8fd5""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.434502+00:00,churn_events,"{""churn_event_id"": ""C-211191""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.434829+00:00,churn_events,"{""churn_event_id"": ""C-22f536""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.435147+00:00,churn_events,"{""churn_event_id"": ""C-23a031""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.435469+00:00,churn_events,"{""churn_event_id"": ""C-23b1d0""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.435787+00:00,churn_events,"{""churn_event_id"": ""C-23ca8f""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.436116+00:00,churn_events,"{""churn_event_id"": ""C-23df1e""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.436440+00:00,churn_events,"{""churn_event_id"": ""C-260dec""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.436763+00:00,churn_events,"{""churn_event_id"": ""C-28085c""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.437086+00:00,churn_events,"{""churn_event_id"": ""C-2a64c7""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.437408+00:00,churn_events,"{""churn_event_id"": ""C-2b7d9b""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.437741+00:00,churn_events,"{""churn_event_id"": ""C-2c9dae""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.438077+00:00,churn_events,"{""churn_event_id"": ""C-2ce12e""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.439092+00:00,churn_events,"{""churn_event_id"": ""C-2cec1c""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.439423+00:00,churn_events,"{""churn_event_id"": ""C-2de339""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.439740+00:00,churn_events,"{""churn_event_id"": ""C-2e2966""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.440035+00:00,churn_events,"{""churn_event_id"": ""C-2f61e8""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.440233+00:00,churn_events,"{""churn_event_id"": ""C-3091b6""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.440427+00:00,churn_events,"{""churn_event_id"": ""C-33fc6a""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.440621+00:00,churn_events,"{""churn_event_id"": ""C-36d17e""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.440813+00:00,churn_events,"{""churn_event_id"": ""C-370962""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.441008+00:00,churn_events,"{""churn_event_id"": ""C-3b399f""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.441199+00:00,churn_events,"{""churn_event_id"": ""C-3b4085""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.441401+00:00,churn_events,"{""churn_event_id"": ""C-437da0""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.441569+00:00,churn_events,"{""churn_event_id"": ""C-4691eb""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.441716+00:00,churn_events,"{""churn_event_id"": ""C-474d36""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.441867+00:00,churn_events,"{""churn_event_id"": ""C-47694c""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.442022+00:00,churn_events,"{""churn_event_id"": ""C-499165""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.442173+00:00,churn_events,"{""churn_event_id"": ""C-4a3e8e""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.442326+00:00,churn_events,"{""churn_event_id"": ""C-4dc992""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.442483+00:00,churn_events,"{""churn_event_id"": ""C-5328d6""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.442632+00:00,churn_events,"{""churn_event_id"": ""C-533d1c""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.442783+00:00,churn_events,"{""churn_event_id"": ""C-551bc8""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.442933+00:00,churn_events,"{""churn_event_id"": ""C-562e14""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.443085+00:00,churn_events,"{""churn_event_id"": ""C-5689de""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.443238+00:00,churn_events,"{""churn_event_id"": ""C-576ecc""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.443386+00:00,churn_events,"{""churn_event_id"": ""C-57871b""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.443535+00:00,churn_events,"{""churn_event_id"": ""C-5899b9""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.443686+00:00,churn_events,"{""churn_event_id"": ""C-5a81e7""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.443841+00:00,churn_events,"{""churn_event_id"": ""C-5d91cd""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.443994+00:00,churn_events,"{""churn_event_id"": ""C-5d9db3""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.444143+00:00,churn_events,"{""churn_event_id"": ""C-5e0b68""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.444294+00:00,churn_events,"{""churn_event_id"": ""C-600a7c""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.444443+00:00,churn_events,"{""churn_event_id"": ""C-62ad35""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.444597+00:00,churn_events,"{""churn_event_id"": ""C-62e7a3""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.444744+00:00,churn_events,"{""churn_event_id"": ""C-65ad11""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.444893+00:00,churn_events,"{""churn_event_id"": ""C-65cff3""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.445045+00:00,churn_events,"{""churn_event_id"": ""C-66c9fe""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.445193+00:00,churn_events,"{""churn_event_id"": ""C-6736e4""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.445339+00:00,churn_events,"{""churn_event_id"": ""C-675c0a""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.445486+00:00,churn_events,"{""churn_event_id"": ""C-67d3e1""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.445645+00:00,churn_events,"{""churn_event_id"": ""C-736efa""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.445800+00:00,churn_events,"{""churn_event_id"": ""C-785e8e""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.445955+00:00,churn_events,"{""churn_event_id"": ""C-7cace4""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.446110+00:00,churn_events,"{""churn_event_id"": ""C-7e5a22""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.446258+00:00,churn_events,"{""churn_event_id"": ""C-7e7822""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.446409+00:00,churn_events,"{""churn_event_id"": ""C-8052a7""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.446556+00:00,churn_events,"{""churn_event_id"": ""C-811879""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.446709+00:00,churn_events,"{""churn_event_id"": ""C-86a446""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.446860+00:00,churn_events,"{""churn_event_id"": ""C-88877a""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.447009+00:00,churn_events,"{""churn_event_id"": ""C-89198d""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.447159+00:00,churn_events,"{""churn_event_id"": ""C-8ae2f5""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.447306+00:00,churn_events,"{""churn_event_id"": ""C-8b3048""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.447455+00:00,churn_events,"{""churn_event_id"": ""C-8d2855""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.447613+00:00,churn_events,"{""churn_event_id"": ""C-8d3540""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.447760+00:00,churn_events,"{""churn_event_id"": ""C-8d834b""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.447914+00:00,churn_events,"{""churn_event_id"": ""C-8eda06""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.448070+00:00,churn_events,"{""churn_event_id"": ""C-935f48""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.448228+00:00,churn_events,"{""churn_event_id"": ""C-9a1ccc""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.448379+00:00,churn_events,"{""churn_event_id"": ""C-9c899e""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.448528+00:00,churn_events,"{""churn_event_id"": ""C-9d36da""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.448681+00:00,churn_events,"{""churn_event_id"": ""C-a24d30""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.448830+00:00,churn_events,"{""churn_event_id"": ""C-a41660""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.448982+00:00,churn_events,"{""churn_event_id"": ""C-a45909""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.449137+00:00,churn_events,"{""churn_event_id"": ""C-a860c5""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.449289+00:00,churn_events,"{""churn_event_id"": ""C-ac34ca""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.449438+00:00,churn_events,"{""churn_event_id"": ""C-acbc2b""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.449586+00:00,churn_events,"{""churn_event_id"": ""C-ad8b54""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.449733+00:00,churn_events,"{""churn_event_id"": ""C-ae15f4""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.449884+00:00,churn_events,"{""churn_event_id"": ""C-ae25d5""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.450037+00:00,churn_events,"{""churn_event_id"": ""C-b08dda""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.450187+00:00,churn_events,"{""churn_event_id"": ""C-b3c3ce""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.450338+00:00,churn_events,"{""churn_event_id"": ""C-b411ad""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.450488+00:00,churn_events,"{""churn_event_id"": ""C-b6997d""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.450638+00:00,churn_events,"{""churn_event_id"": ""C-b6b828""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.450787+00:00,churn_events,"{""churn_event_id"": ""C-ba801a""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.450935+00:00,churn_events,"{""churn_event_id"": ""C-bb3556""}",feedback_text,,,blank_feedback_text,
15ebb07f-735a-4732-ab1c-adf310dc122f,2025-12-18T12:34:36.451083+00:00,churn_events,"{""churn_event_id"": ""C-bb53cb""}",feedback_text,,,blank_feedback_text,
